Target: SCD1

Observer: AC
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
04 Jan 2000 15:21:37.443    04 Jan 2000 15:31:44.496      607.05254650    
04 Jan 2000 17:09:34.050    04 Jan 2000 17:18:17.821      523.77081468    
04 Jan 2000 18:56:14.467    04 Jan 2000 19:06:10.666      596.19829600    
04 Jan 2000 20:42:07.425    04 Jan 2000 20:53:55.423      707.99719894    
04 Jan 2000 22:28:28.827    04 Jan 2000 22:40:14.580      705.75313579    
05 Jan 2000 00:16:50.315    05 Jan 2000 00:24:25.226      454.91024974    
05 Jan 2000 11:01:07.939    05 Jan 2000 11:11:33.398      625.45848229    
05 Jan 2000 12:46:31.377    05 Jan 2000 12:58:38.015      726.63770837    
05 Jan 2000 14:33:38.384    05 Jan 2000 14:44:36.340      657.95533065    
05 Jan 2000 16:21:41.094    05 Jan 2000 16:30:43.397      542.30294516    
05 Jan 2000 18:08:57.325    05 Jan 2000 18:18:07.951      550.62539990    
05 Jan 2000 19:55:00.064    05 Jan 2000 20:06:09.548      669.48337111    
05 Jan 2000 21:41:01.283    05 Jan 2000 21:53:08.489      727.20535673    
05 Jan 2000 23:28:16.815    05 Jan 2000 23:38:20.636      603.82126216    
06 Jan 2000 10:14:54.568    06 Jan 2000 10:23:10.449      495.88130938    
06 Jan 2000 11:59:21.243    06 Jan 2000 11:59:59.992      38.749065937    


Number of events : 44


Observer: AL
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
01 Jan 2000 12:32:21.075    01 Jan 2000 12:43:23.731      662.65590205    
01 Jan 2000 14:20:26.319    01 Jan 2000 14:29:25.277      538.95744021    
01 Jan 2000 16:07:51.237    01 Jan 2000 16:16:43.739      532.50258750    
01 Jan 2000 17:53:56.058    01 Jan 2000 18:04:50.441      654.38321822    
01 Jan 2000 19:39:52.692    01 Jan 2000 19:52:00.081      727.38900622    
01 Jan 2000 21:26:55.628    01 Jan 2000 21:37:25.902      630.27462746    
02 Jan 2000 08:13:54.051    02 Jan 2000 08:21:43.231      469.17993100    
02 Jan 2000 09:58:10.933    02 Jan 2000 10:09:58.321      707.38767763    
02 Jan 2000 11:44:33.662    02 Jan 2000 11:56:17.168      703.50619879    
02 Jan 2000 13:32:22.254    02 Jan 2000 13:42:08.401      586.14697944    
02 Jan 2000 15:20:17.251    02 Jan 2000 15:28:49.347      512.09618321    
02 Jan 2000 17:06:48.813    02 Jan 2000 17:16:49.879      601.06641955    
02 Jan 2000 18:52:39.480    02 Jan 2000 19:04:31.844      712.36425117    
02 Jan 2000 20:39:05.634    02 Jan 2000 20:50:43.471      697.83632221    
02 Jan 2000 22:27:44.721    02 Jan 2000 22:34:39.666      414.94510052    
03 Jan 2000 07:29:21.812    03 Jan 2000 07:31:27.174      125.36170656    
03 Jan 2000 09:11:22.831    03 Jan 2000 09:22:14.367      651.53612166    
03 Jan 2000 10:57:01.192    03 Jan 2000 11:09:05.952      724.76061825    
03 Jan 2000 12:44:19.982    03 Jan 2000 12:54:59.901      639.91953969    
03 Jan 2000 14:32:26.788    03 Jan 2000 14:41:10.725      523.93702751    
03 Jan 2000 16:19:34.851    03 Jan 2000 16:28:45.291      550.43957687    
03 Jan 2000 18:05:32.148    03 Jan 2000 18:16:48.049      675.90151423    
03 Jan 2000 19:51:35.288    03 Jan 2000 20:03:40.739      725.45093555    
03 Jan 2000 21:39:00.818    03 Jan 2000 21:48:43.354      582.53622120    
04 Jan 2000 08:24:59.246    04 Jan 2000 08:34:03.036      543.79003539    
04 Jan 2000 10:09:45.557    04 Jan 2000 10:21:45.450      719.89318432    
04 Jan 2000 11:56:26.827    04 Jan 2000 12:07:53.906      687.07819465    
04 Jan 2000 13:44:24.936    04 Jan 2000 13:53:48.078      563.14160106    
04 Jan 2000 15:32:08.147    04 Jan 2000 15:40:45.672      517.52545276    
04 Jan 2000 17:18:26.028    04 Jan 2000 17:28:51.626      625.59830564    
04 Jan 2000 19:04:17.914    04 Jan 2000 19:16:20.096      722.18183050    
04 Jan 2000 20:50:58.708    04 Jan 2000 21:02:11.774      673.06531426    
04 Jan 2000 22:40:35.106    04 Jan 2000 22:45:17.925      282.81856599    
05 Jan 2000 07:39:20.916    05 Jan 2000 07:44:58.438      337.52255727    
05 Jan 2000 09:22:48.335    05 Jan 2000 09:34:10.331      681.99562408    
05 Jan 2000 11:08:47.317    05 Jan 2000 11:20:45.354      718.03642984    
05 Jan 2000 12:56:20.783    05 Jan 2000 13:06:36.568      615.78520004    
05 Jan 2000 14:44:24.883    05 Jan 2000 14:52:59.494      514.61097104    
05 Jan 2000 16:31:15.849    05 Jan 2000 16:40:47.855      572.00622149    
05 Jan 2000 18:17:08.493    05 Jan 2000 18:28:43.057      694.56389258    
05 Jan 2000 20:03:20.502    05 Jan 2000 20:15:17.764      717.26181846    
05 Jan 2000 21:51:14.016    05 Jan 2000 21:59:54.121      520.10503857    
06 Jan 2000 08:36:12.644    06 Jan 2000 08:46:13.011      600.36736726    
06 Jan 2000 10:21:23.908    06 Jan 2000 10:33:29.634      725.72558925    


Number of events : 44


Observer: AM
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
01 Jan 2000 12:24:38.819    01 Jan 2000 12:36:09.491      690.67193836    
01 Jan 2000 14:13:05.334    01 Jan 2000 14:21:10.321      484.98664879    
01 Jan 2000 19:35:52.137    01 Jan 2000 19:43:52.262      480.12522626    
01 Jan 2000 21:20:51.853    01 Jan 2000 21:32:21.601      689.74728378    
01 Jan 2000 23:07:04.725    01 Jan 2000 23:18:46.234      701.50898698    
02 Jan 2000 00:55:26.797    02 Jan 2000 01:03:16.486      469.68936705    
02 Jan 2000 08:08:33.921    02 Jan 2000 08:11:40.507      186.58635216    
02 Jan 2000 09:51:27.783    02 Jan 2000 10:02:06.342      638.55899745    
02 Jan 2000 11:37:05.374    02 Jan 2000 11:49:03.635      718.26000160    
02 Jan 2000 13:24:37.888    02 Jan 2000 13:34:30.903      593.01494253    
02 Jan 2000 15:14:36.032    02 Jan 2000 15:18:50.666      254.63363664    
02 Jan 2000 18:49:24.837    02 Jan 2000 18:54:56.619      331.78224944    
02 Jan 2000 20:33:58.317    02 Jan 2000 20:44:26.529      628.21170174    
02 Jan 2000 22:19:37.487    02 Jan 2000 22:31:38.778      721.29090921    
03 Jan 2000 00:06:55.455    03 Jan 2000 00:16:58.469      603.01359328    
03 Jan 2000 09:04:59.330    03 Jan 2000 09:13:49.934      530.60409618    
03 Jan 2000 10:49:50.736    03 Jan 2000 11:01:43.274      712.53792944    
03 Jan 2000 12:36:33.982    03 Jan 2000 12:47:41.611      667.62925002    
03 Jan 2000 14:25:26.662    03 Jan 2000 14:32:31.076      424.41328556    
03 Jan 2000 18:03:36.397    03 Jan 2000 18:05:07.655      91.257375036    
03 Jan 2000 19:47:14.907    03 Jan 2000 19:56:08.800      533.89300694    
03 Jan 2000 21:32:26.120    03 Jan 2000 21:44:13.046      706.92510847    
03 Jan 2000 23:18:56.780    03 Jan 2000 23:30:17.285      680.50473748    
04 Jan 2000 01:07:58.334    04 Jan 2000 01:14:18.475      380.14141935    
04 Jan 2000 08:19:04.704    04 Jan 2000 08:24:47.492      342.78880750    
04 Jan 2000 10:02:53.909    04 Jan 2000 10:14:04.631      670.72238257    
04 Jan 2000 11:48:51.511    04 Jan 2000 12:00:41.366      709.85492498    
04 Jan 2000 13:36:47.746    04 Jan 2000 13:45:56.317      548.57109350    
04 Jan 2000 15:27:27.441    04 Jan 2000 15:29:50.919      143.47785409    
04 Jan 2000 19:00:41.730    04 Jan 2000 19:07:25.984      404.25361977    
04 Jan 2000 20:45:27.554    04 Jan 2000 20:56:27.521      659.96658508    
04 Jan 2000 22:31:21.057    04 Jan 2000 22:43:17.817      716.75949394    
05 Jan 2000 00:19:05.149    05 Jan 2000 00:28:16.532      551.38232379    
05 Jan 2000 09:16:15.685    05 Jan 2000 09:26:02.006      586.32099027    
05 Jan 2000 11:01:28.575    05 Jan 2000 11:13:27.939      719.36400763    
05 Jan 2000 12:48:33.502    05 Jan 2000 12:59:11.517      638.01574105    
05 Jan 2000 14:37:53.906    05 Jan 2000 14:43:49.059      355.15242135    
05 Jan 2000 18:14:25.937    05 Jan 2000 18:18:10.618      224.68065117    
05 Jan 2000 19:58:39.700    05 Jan 2000 20:08:20.268      580.56839750    
05 Jan 2000 21:44:02.978    05 Jan 2000 21:56:00.471      717.49266047    
05 Jan 2000 23:30:53.455    05 Jan 2000 23:41:44.666      651.21036717    
06 Jan 2000 01:20:51.199    06 Jan 2000 01:25:02.329      251.12965840    
06 Jan 2000 08:30:02.324    06 Jan 2000 08:37:24.346      442.02204515    
06 Jan 2000 10:14:23.761    06 Jan 2000 10:25:58.099      694.33859676    


Number of events : 44


Observer: AP
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
01 Jan 2000 12:27:43.648    01 Jan 2000 12:37:14.235      570.58664529    
01 Jan 2000 19:38:51.838    01 Jan 2000 19:46:47.720      475.88249850    
01 Jan 2000 21:23:37.351    01 Jan 2000 21:35:13.582      696.23044396    
01 Jan 2000 23:09:59.052    01 Jan 2000 23:21:26.847      687.79512428    
02 Jan 2000 00:58:35.363    02 Jan 2000 01:05:58.499      443.13626349    
02 Jan 2000 08:07:47.501    02 Jan 2000 08:16:51.238      543.73623395    
02 Jan 2000 09:52:49.726    02 Jan 2000 10:04:40.374      710.64781226    
02 Jan 2000 11:39:35.338    02 Jan 2000 11:50:32.926      657.58771672    
02 Jan 2000 13:28:58.317    02 Jan 2000 13:34:43.466      345.14928774    
02 Jan 2000 18:52:54.858    02 Jan 2000 18:57:29.380      274.52199657    
02 Jan 2000 20:36:45.258    02 Jan 2000 20:47:23.130      637.87135124    
02 Jan 2000 22:22:26.638    02 Jan 2000 22:34:23.269      716.63050556    
03 Jan 2000 00:09:59.012    03 Jan 2000 00:19:37.302      578.29059478    
03 Jan 2000 07:21:34.358    03 Jan 2000 07:28:02.812      388.45404399    
03 Jan 2000 09:05:50.851    03 Jan 2000 09:17:02.193      671.34213002    
03 Jan 2000 10:51:51.544    03 Jan 2000 11:03:36.558      705.01459813    
03 Jan 2000 12:39:57.712    03 Jan 2000 12:48:33.724      516.01233986    
03 Jan 2000 19:50:08.613    03 Jan 2000 19:59:06.499      537.88537269    
03 Jan 2000 21:35:12.144    03 Jan 2000 21:47:02.618      710.47358770    
03 Jan 2000 23:21:53.888    03 Jan 2000 23:32:56.763      662.87436200    
04 Jan 2000 01:11:07.414    04 Jan 2000 01:17:04.142      356.72826682    
04 Jan 2000 08:19:07.757    04 Jan 2000 08:29:01.250      593.49305268    
04 Jan 2000 10:04:27.998    04 Jan 2000 10:16:24.735      716.73735722    
04 Jan 2000 11:51:36.253    04 Jan 2000 12:01:59.906      623.65311653    
04 Jan 2000 13:41:51.415    04 Jan 2000 13:45:34.626      223.21103563    
04 Jan 2000 19:03:53.460    04 Jan 2000 19:10:13.813      380.35210550    
04 Jan 2000 20:48:13.339    04 Jan 2000 20:59:22.255      668.91544772    
04 Jan 2000 22:34:12.336    04 Jan 2000 22:46:00.359      708.02306539    
05 Jan 2000 00:22:11.341    05 Jan 2000 00:30:56.186      524.84503562    
05 Jan 2000 07:32:42.968    05 Jan 2000 07:40:30.733      467.76489612    
05 Jan 2000 09:17:21.866    05 Jan 2000 09:28:55.430      693.56397627    
05 Jan 2000 11:03:42.048    05 Jan 2000 11:15:10.238      688.19004740    
05 Jan 2000 12:52:19.366    05 Jan 2000 12:59:48.707      449.34055461    
05 Jan 2000 20:01:29.487    05 Jan 2000 20:11:18.199      588.71223534    
05 Jan 2000 21:46:50.109    05 Jan 2000 21:58:47.662      717.55255850    
05 Jan 2000 23:33:53.481    05 Jan 2000 23:44:23.494      630.01264092    
06 Jan 2000 01:23:57.588    06 Jan 2000 01:27:54.941      237.35237854    
06 Jan 2000 06:46:54.329    06 Jan 2000 06:51:09.419      255.08976881    
06 Jan 2000 08:30:31.612    06 Jan 2000 08:41:05.358      633.74599266    
06 Jan 2000 10:16:09.794    06 Jan 2000 10:28:05.557      715.76255331    


Number of events : 40


Observer: BA
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
01 Jan 2000 12:31:27.954    01 Jan 2000 12:43:20.514      712.55983167    
01 Jan 2000 14:18:55.003    01 Jan 2000 14:29:32.416      637.41326840    
01 Jan 2000 16:06:10.970    01 Jan 2000 16:16:32.367      621.39641892    
01 Jan 2000 17:52:32.557    01 Jan 2000 18:04:05.447      692.88981319    
01 Jan 2000 19:38:44.126    01 Jan 2000 19:50:52.440      728.31390282    
01 Jan 2000 21:26:02.358    01 Jan 2000 21:35:57.176      594.81750391    
02 Jan 2000 08:16:01.858    02 Jan 2000 08:19:00.966      179.10834159    
02 Jan 2000 09:58:17.525    02 Jan 2000 10:09:17.502      659.97756935    
02 Jan 2000 11:43:57.445    02 Jan 2000 11:56:05.933      728.48810161    
02 Jan 2000 13:31:04.983    02 Jan 2000 13:42:13.546      668.56219136    
02 Jan 2000 15:18:35.579    02 Jan 2000 15:28:49.686      614.10624742    
02 Jan 2000 17:05:17.862    02 Jan 2000 17:16:17.754      659.89194004    
02 Jan 2000 18:51:25.418    02 Jan 2000 19:03:32.220      726.80223203    
02 Jan 2000 20:38:04.924    02 Jan 2000 20:49:24.687      679.76242513    
02 Jan 2000 22:27:23.518    02 Jan 2000 22:32:34.572      311.05423121    
03 Jan 2000 09:11:52.987    03 Jan 2000 09:21:11.643      558.65608645    
03 Jan 2000 10:56:41.727    03 Jan 2000 11:08:44.884      723.15730801    
03 Jan 2000 12:43:19.197    03 Jan 2000 12:54:59.759      700.56104906    
03 Jan 2000 14:30:50.706    03 Jan 2000 14:41:17.150      626.44387444    
03 Jan 2000 16:17:56.919    03 Jan 2000 16:28:27.556      630.63652891    
03 Jan 2000 18:04:11.795    03 Jan 2000 18:15:58.014      706.21870325    
03 Jan 2000 19:50:29.076    03 Jan 2000 20:02:29.721      720.64440704    
03 Jan 2000 21:38:12.666    03 Jan 2000 21:47:08.260      535.59408904    
04 Jan 2000 08:26:12.834    04 Jan 2000 08:32:16.164      363.32990698    
04 Jan 2000 10:09:43.529    04 Jan 2000 10:21:11.775      688.24642659    
04 Jan 2000 11:55:43.019    04 Jan 2000 12:07:46.487      723.46740584    
04 Jan 2000 13:43:00.866    04 Jan 2000 13:53:54.644      653.77724528    
04 Jan 2000 15:30:26.335    04 Jan 2000 15:40:41.289      614.95338595    
04 Jan 2000 17:16:58.482    04 Jan 2000 17:28:13.425      674.94328888    
04 Jan 2000 19:03:06.404    04 Jan 2000 19:15:16.719      730.31462120    
04 Jan 2000 20:50:00.939    04 Jan 2000 21:00:48.963      648.02364763    
05 Jan 2000 09:23:06.783    05 Jan 2000 09:33:18.848      612.06473988    
05 Jan 2000 11:08:20.288    05 Jan 2000 11:20:28.983      728.69529786    
05 Jan 2000 12:55:12.417    05 Jan 2000 13:06:39.109      686.69197006    
05 Jan 2000 14:42:45.373    05 Jan 2000 14:53:03.964      618.59052895    
05 Jan 2000 16:29:40.871    05 Jan 2000 16:40:23.564      642.69214303    
05 Jan 2000 18:15:51.095    05 Jan 2000 18:27:48.447      717.35247880    
05 Jan 2000 20:02:16.676    05 Jan 2000 20:14:03.352      706.67586640    
05 Jan 2000 21:50:33.601    05 Jan 2000 21:58:09.957      456.35576091    
06 Jan 2000 08:37:01.800    06 Jan 2000 08:44:51.204      469.40420496    
06 Jan 2000 10:21:13.831    06 Jan 2000 10:33:02.093      708.26148066    


Number of events : 41


Observer: CE
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
01 Jan 2000 12:31:56.529    01 Jan 2000 12:41:02.767      546.23756788    
01 Jan 2000 14:22:11.885    01 Jan 2000 14:25:24.966      193.08067609    
01 Jan 2000 17:55:14.116    01 Jan 2000 18:02:57.390      463.27399561    
01 Jan 2000 19:40:14.420    01 Jan 2000 19:51:34.891      680.47048211    
01 Jan 2000 21:26:20.011    01 Jan 2000 21:38:09.512      709.50125623    
01 Jan 2000 23:14:25.974    01 Jan 2000 23:22:49.953      503.97979820    
02 Jan 2000 08:11:17.549    02 Jan 2000 08:21:12.733      595.18403972    
02 Jan 2000 09:56:33.413    02 Jan 2000 10:08:33.844      720.43085553    
02 Jan 2000 11:43:41.873    02 Jan 2000 11:54:16.525      634.65158961    
02 Jan 2000 13:32:58.362    02 Jan 2000 13:39:02.293      363.93077314    
02 Jan 2000 17:08:41.727    02 Jan 2000 17:14:03.312      321.58545804    
02 Jan 2000 18:53:21.829    02 Jan 2000 19:03:35.704      613.87548996    
02 Jan 2000 20:38:56.570    02 Jan 2000 20:50:58.155      721.58512941    
02 Jan 2000 22:26:02.846    02 Jan 2000 22:36:27.161      624.31489691    
03 Jan 2000 07:25:03.212    03 Jan 2000 07:32:38.096      454.88396587    
03 Jan 2000 09:09:27.202    03 Jan 2000 09:21:05.571      698.36916137    
03 Jan 2000 10:55:48.691    03 Jan 2000 11:07:21.211      692.52000782    
03 Jan 2000 12:44:10.963    03 Jan 2000 12:52:27.453      496.49003546    
03 Jan 2000 14:35:06.541    03 Jan 2000 14:36:24.318      77.777706273    
03 Jan 2000 16:22:27.358    03 Jan 2000 16:24:38.045      130.68653435    
03 Jan 2000 18:06:37.848    03 Jan 2000 18:15:14.731      516.88261055    
03 Jan 2000 19:51:47.860    03 Jan 2000 20:03:28.258      700.39812403    
03 Jan 2000 21:38:09.950    03 Jan 2000 21:49:42.242      692.29137580    
03 Jan 2000 23:26:51.783    03 Jan 2000 23:33:55.725      423.94203610    
04 Jan 2000 06:39:59.103    04 Jan 2000 06:42:39.248      160.14491786    
04 Jan 2000 08:22:39.150    04 Jan 2000 08:33:16.786      637.63606064    
04 Jan 2000 10:08:15.612    04 Jan 2000 10:20:14.683      719.07072474    
04 Jan 2000 11:55:46.289    04 Jan 2000 12:05:44.821      598.53163302    
04 Jan 2000 13:45:28.156    04 Jan 2000 13:50:21.262      293.10581406    
04 Jan 2000 17:20:01.606    04 Jan 2000 17:26:31.176      389.56982167    
04 Jan 2000 19:04:50.801    04 Jan 2000 19:15:38.502      647.70084493    
04 Jan 2000 20:50:38.574    04 Jan 2000 21:02:38.988      720.41473462    
04 Jan 2000 22:38:09.273    04 Jan 2000 22:47:47.102      577.82884946    
05 Jan 2000 07:36:12.127    05 Jan 2000 07:44:59.693      527.56601796    
05 Jan 2000 09:21:01.262    05 Jan 2000 09:32:54.011      712.74898838    
05 Jan 2000 11:07:43.573    05 Jan 2000 11:18:53.817      670.24419856    
05 Jan 2000 12:56:30.009    05 Jan 2000 13:03:50.595      440.58553112    
05 Jan 2000 16:33:35.747    05 Jan 2000 16:37:22.946      227.19838828    
05 Jan 2000 18:18:03.123    05 Jan 2000 18:27:27.481      564.35777801    
05 Jan 2000 20:03:23.658    05 Jan 2000 20:15:17.587      713.92929215    
05 Jan 2000 21:50:04.225    05 Jan 2000 22:01:11.282      667.05770376    
05 Jan 2000 23:39:33.775    05 Jan 2000 23:44:48.311      314.53667404    
06 Jan 2000 06:50:21.511    06 Jan 2000 06:55:54.173      332.66157447    
06 Jan 2000 08:34:04.916    06 Jan 2000 08:45:15.191      670.27474054    
06 Jan 2000 10:20:01.611    06 Jan 2000 10:31:52.659      711.04753664    


Number of events : 45


Observer: ES
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
01 Jan 2000 12:31:32.378    01 Jan 2000 12:43:40.859      728.48170454    
01 Jan 2000 14:17:55.924    01 Jan 2000 14:30:07.220      731.29655016    
01 Jan 2000 16:04:37.948    01 Jan 2000 16:16:44.001      726.05310583    
01 Jan 2000 17:51:05.779    01 Jan 2000 18:03:22.817      737.03801720    
01 Jan 2000 19:37:44.506    01 Jan 2000 19:49:10.908      686.40244048    
01 Jan 2000 21:26:17.025    01 Jan 2000 21:32:40.746      383.72118927    
02 Jan 2000 10:00:28.123    02 Jan 2000 10:08:12.099      463.97593307    
02 Jan 2000 11:44:30.813    02 Jan 2000 11:56:12.549      701.73603828    
02 Jan 2000 13:30:30.032    02 Jan 2000 13:42:46.028      735.99615565    
02 Jan 2000 15:17:11.006    02 Jan 2000 15:29:16.032      725.02605636    
02 Jan 2000 17:03:45.021    02 Jan 2000 17:15:58.831      733.80966800    
02 Jan 2000 18:50:12.650    02 Jan 2000 19:02:15.026      722.37602327    
02 Jan 2000 20:37:35.032    02 Jan 2000 20:47:00.313      565.28105868    
03 Jan 2000 09:16:42.405    03 Jan 2000 09:17:32.968      50.562916312    
03 Jan 2000 10:57:46.997    03 Jan 2000 11:08:31.893      644.89564364    
03 Jan 2000 12:43:11.047    03 Jan 2000 12:55:24.849      733.80159026    
03 Jan 2000 14:29:42.230    03 Jan 2000 14:41:50.960      728.73002251    
03 Jan 2000 16:16:22.554    03 Jan 2000 16:28:30.572      728.01854729    
03 Jan 2000 18:02:48.793    03 Jan 2000 18:15:04.605      735.81197747    
03 Jan 2000 19:49:36.811    03 Jan 2000 20:00:36.419      659.60740030    
03 Jan 2000 21:39:17.670    03 Jan 2000 21:42:58.449      220.77855128    
04 Jan 2000 10:11:29.093    04 Jan 2000 10:20:28.002      538.90860567    
04 Jan 2000 11:56:03.116    04 Jan 2000 12:07:59.879      716.76296907    
04 Jan 2000 13:42:14.579    04 Jan 2000 13:54:28.881      734.30167587    
04 Jan 2000 15:28:56.981    04 Jan 2000 15:41:01.839      724.85853030    
04 Jan 2000 17:15:27.926    04 Jan 2000 17:27:43.900      735.97370682    
04 Jan 2000 19:01:59.133    04 Jan 2000 19:13:48.721      709.58782348    
04 Jan 2000 20:49:46.364    04 Jan 2000 20:58:05.760      499.39584285    
05 Jan 2000 09:26:03.829    05 Jan 2000 09:31:30.393      326.56424849    
05 Jan 2000 11:09:10.595    05 Jan 2000 11:20:25.764      675.16862524    
05 Jan 2000 12:54:51.964    05 Jan 2000 13:07:08.087      736.12318077    
05 Jan 2000 14:41:28.752    05 Jan 2000 14:53:35.333      726.58099411    
05 Jan 2000 16:28:06.502    05 Jan 2000 16:40:17.062      730.55954104    
05 Jan 2000 18:14:32.396    05 Jan 2000 18:26:44.301      731.90444297    
05 Jan 2000 20:01:33.167    05 Jan 2000 20:11:57.202      624.03511821    
06 Jan 2000 10:22:39.521    06 Jan 2000 10:32:34.241      594.71997534    


Number of events : 36


Observer: GO
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
01 Jan 2000 12:28:49.524    01 Jan 2000 12:40:57.009      727.48572574    
01 Jan 2000 14:15:22.692    01 Jan 2000 14:27:18.265      715.57253598    
01 Jan 2000 16:02:27.035    01 Jan 2000 16:13:52.535      685.50016244    
01 Jan 2000 17:49:06.414    01 Jan 2000 18:00:55.984      709.57004232    
01 Jan 2000 19:35:26.099    01 Jan 2000 19:47:38.767      732.66775984    
01 Jan 2000 21:22:27.533    01 Jan 2000 21:32:57.511      629.97773490    
02 Jan 2000 09:57:58.113    02 Jan 2000 10:05:04.332      426.21873901    
02 Jan 2000 11:41:48.504    02 Jan 2000 11:53:27.128      698.62397101    
02 Jan 2000 13:27:50.783    02 Jan 2000 13:40:00.166      729.38301855    
02 Jan 2000 15:14:50.620    02 Jan 2000 15:26:23.521      692.90198466    
02 Jan 2000 17:01:43.896    02 Jan 2000 17:13:17.884      693.98757900    
02 Jan 2000 18:48:06.585    02 Jan 2000 19:00:17.337      730.75160366    
02 Jan 2000 20:34:40.724    02 Jan 2000 20:46:17.588      696.86381912    
02 Jan 2000 22:23:09.389    02 Jan 2000 22:30:02.457      413.06804968    
03 Jan 2000 10:55:07.232    03 Jan 2000 11:05:41.604      634.37240969    
03 Jan 2000 12:40:28.700    03 Jan 2000 12:52:40.838      732.13872209    
03 Jan 2000 14:27:12.592    03 Jan 2000 14:39:00.575      707.98365074    
03 Jan 2000 16:14:15.399    03 Jan 2000 16:25:41.118      685.71865477    
03 Jan 2000 18:00:48.593    03 Jan 2000 18:12:45.811      717.21804638    
03 Jan 2000 19:47:10.121    03 Jan 2000 19:59:17.570      727.44918431    
03 Jan 2000 21:34:30.469    03 Jan 2000 21:44:13.294      582.82462740    
04 Jan 2000 10:08:54.519    04 Jan 2000 10:17:27.883      513.36417667    
04 Jan 2000 11:53:20.298    04 Jan 2000 12:05:15.524      715.22506628    
04 Jan 2000 13:39:37.686    04 Jan 2000 13:51:41.704      724.01730667    
04 Jan 2000 15:26:40.969    04 Jan 2000 15:38:09.285      688.31577029    
04 Jan 2000 17:13:28.183    04 Jan 2000 17:25:08.651      700.46852353    
04 Jan 2000 18:59:48.406    04 Jan 2000 19:12:01.967      733.56079054    
04 Jan 2000 20:46:32.733    04 Jan 2000 20:57:44.862      672.12829082    
04 Jan 2000 22:36:00.436    04 Jan 2000 22:40:32.969      272.53227661    
05 Jan 2000 09:23:48.451    05 Jan 2000 09:28:03.269      254.81804836    
05 Jan 2000 11:06:29.439    05 Jan 2000 11:17:38.143      668.70388461    
05 Jan 2000 12:52:10.660    05 Jan 2000 13:04:23.466      732.80592451    
05 Jan 2000 14:39:03.127    05 Jan 2000 14:50:43.733      700.60648390    
05 Jan 2000 16:26:02.521    05 Jan 2000 16:37:30.736      688.21440164    
05 Jan 2000 18:12:30.267    05 Jan 2000 18:24:34.485      724.21886997    
05 Jan 2000 19:58:55.927    05 Jan 2000 20:10:53.212      717.28502449    
05 Jan 2000 21:46:41.202    05 Jan 2000 21:55:21.658      520.45566940    
