Target: CBERS4A

Observer: AC
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
05 Jan 2000 06:26:44.442    05 Jan 2000 06:34:39.841      475.39900246    
05 Jan 2000 15:53:09.624    05 Jan 2000 16:02:06.810      537.18606548    
05 Jan 2000 17:31:22.687    05 Jan 2000 17:41:32.220      609.53269674    
06 Jan 2000 04:12:40.979    06 Jan 2000 04:20:40.590      479.61121243    
06 Jan 2000 05:50:29.833    06 Jan 2000 06:00:58.043      628.20968631    


Number of events : 18


Observer: RN
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
01 Jan 2000 16:28:29.000    01 Jan 2000 16:39:43.376      674.37659166    
02 Jan 2000 04:57:05.185    02 Jan 2000 05:08:23.088      677.90241492    
02 Jan 2000 15:54:13.092    02 Jan 2000 16:03:48.157      575.06499431    
02 Jan 2000 17:33:21.114    02 Jan 2000 17:42:20.068      538.95343670    
03 Jan 2000 04:22:07.090    03 Jan 2000 04:33:04.600      657.51019249    
03 Jan 2000 06:03:53.859    03 Jan 2000 06:08:44.090      290.23140077    
03 Jan 2000 15:21:41.362    03 Jan 2000 15:26:16.418      275.05643971    
03 Jan 2000 16:57:09.424    03 Jan 2000 17:08:13.575      664.15142363    
04 Jan 2000 03:48:03.717    04 Jan 2000 03:56:49.696      525.97939315    
04 Jan 2000 05:26:28.382    04 Jan 2000 05:36:05.622      577.24001112    
04 Jan 2000 16:21:52.971    04 Jan 2000 16:33:13.639      680.66797463    
05 Jan 2000 04:50:35.161    05 Jan 2000 05:01:47.390      672.22906320    
05 Jan 2000 15:47:27.047    05 Jan 2000 15:57:27.453      600.40591626    
05 Jan 2000 17:27:07.140    05 Jan 2000 17:35:28.931      501.79078057    
06 Jan 2000 04:15:29.447    06 Jan 2000 04:26:37.044      667.59664578    
06 Jan 2000 05:58:19.984    06 Jan 2000 06:01:09.472      169.48815953    


Number of events : 16


Observer: RO
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
01 Jan 2000 18:10:00.066    01 Jan 2000 18:20:51.223      651.15746657    
01 Jan 2000 19:51:22.842    01 Jan 2000 19:57:18.286      355.44388810    
02 Jan 2000 06:36:48.664    02 Jan 2000 06:48:07.179      678.51441968    
02 Jan 2000 17:36:09.239    02 Jan 2000 17:44:35.304      506.06505676    
02 Jan 2000 19:14:08.947    02 Jan 2000 19:24:10.615      601.66780308    
03 Jan 2000 06:02:15.129    03 Jan 2000 06:12:21.416      606.28651483    
03 Jan 2000 07:42:02.443    03 Jan 2000 07:50:08.117      485.67383451    
03 Jan 2000 18:38:19.691    03 Jan 2000 18:49:40.423      680.73160176    
04 Jan 2000 05:28:59.259    04 Jan 2000 05:35:15.722      376.46211799    
04 Jan 2000 07:05:41.341    04 Jan 2000 07:16:22.968      641.62658039    
04 Jan 2000 18:03:20.863    04 Jan 2000 18:14:24.185      663.32273452    
04 Jan 2000 19:45:33.885    04 Jan 2000 19:50:02.743      268.85874619    
05 Jan 2000 06:30:14.800    05 Jan 2000 06:41:35.735      680.93522417    
05 Jan 2000 17:29:17.681    05 Jan 2000 17:38:19.183      541.50230734    
05 Jan 2000 19:07:49.305    05 Jan 2000 19:17:25.624      576.31857425    
06 Jan 2000 05:55:32.807    06 Jan 2000 06:05:59.030      626.22263872    
06 Jan 2000 07:35:51.177    06 Jan 2000 07:43:11.305      440.12807849    


Number of events : 17


Observer: RR
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
01 Jan 2000 18:06:35.648    01 Jan 2000 18:17:35.120      659.47225312    
01 Jan 2000 19:48:14.012    01 Jan 2000 19:53:27.842      313.82989195    
02 Jan 2000 06:39:48.360    02 Jan 2000 06:51:00.765      672.40504324    
02 Jan 2000 17:32:36.629    02 Jan 2000 17:41:18.548      521.91905886    
02 Jan 2000 19:10:52.810    02 Jan 2000 19:20:41.404      588.59423439    
03 Jan 2000 06:04:41.724    03 Jan 2000 06:15:51.738      670.01377302    
03 Jan 2000 07:48:19.160    03 Jan 2000 07:49:53.478      94.317932578    
03 Jan 2000 18:35:00.978    03 Jan 2000 18:46:20.113      679.13431926    
04 Jan 2000 05:30:27.984    04 Jan 2000 05:39:52.771      564.78663306    
04 Jan 2000 07:09:28.641    04 Jan 2000 07:18:30.904      542.26314296    
04 Jan 2000 17:59:57.496    04 Jan 2000 18:11:07.828      670.33114048    
04 Jan 2000 19:42:33.720    04 Jan 2000 19:46:00.470      206.74960404    
05 Jan 2000 04:58:09.860    05 Jan 2000 05:02:04.034      234.17467248    
05 Jan 2000 06:33:20.076    05 Jan 2000 06:44:23.619      663.54295404    
05 Jan 2000 17:25:46.726    05 Jan 2000 17:35:02.762      556.03596418    
05 Jan 2000 19:04:33.565    05 Jan 2000 19:13:54.230      560.66500264    
06 Jan 2000 05:58:05.427    06 Jan 2000 06:09:22.363      676.93593297    


Number of events : 17


Observer: RS
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
01 Jan 2000 16:36:59.441    01 Jan 2000 16:46:22.982      563.54149422    
01 Jan 2000 18:15:27.352    01 Jan 2000 18:25:40.391      613.03848485    
02 Jan 2000 04:53:21.562    02 Jan 2000 05:00:03.888      402.32533267    
02 Jan 2000 06:30:30.035    02 Jan 2000 06:41:30.572      660.53610836    
02 Jan 2000 16:04:00.565    02 Jan 2000 16:09:39.082      338.51708926    
02 Jan 2000 17:39:38.549    02 Jan 2000 17:50:56.359      677.81089994    
03 Jan 2000 05:55:13.443    03 Jan 2000 06:06:29.862      676.41922856    
03 Jan 2000 07:36:48.345    03 Jan 2000 07:41:45.675      297.33021971    
03 Jan 2000 17:04:34.055    03 Jan 2000 17:15:42.268      668.21286465    
03 Jan 2000 18:46:19.355    03 Jan 2000 18:52:36.104      376.74930651    
04 Jan 2000 05:20:26.347    04 Jan 2000 05:30:45.354      619.00696767    
04 Jan 2000 06:59:53.268    04 Jan 2000 07:08:59.587      546.31811619    
04 Jan 2000 16:30:13.549    04 Jan 2000 16:39:59.599      586.05007416    
04 Jan 2000 18:09:06.742    04 Jan 2000 18:18:59.711      592.96910064    
05 Jan 2000 04:46:27.620    05 Jan 2000 04:53:58.665      451.04450646    
05 Jan 2000 06:24:01.427    05 Jan 2000 06:34:52.435      651.00825318    
05 Jan 2000 15:56:57.057    05 Jan 2000 16:03:30.180      393.12298555    
05 Jan 2000 17:33:09.362    05 Jan 2000 17:44:21.921      672.55925717    
06 Jan 2000 05:48:40.249    06 Jan 2000 05:59:58.819      678.57002973    
06 Jan 2000 07:30:54.291    06 Jan 2000 07:34:26.454      212.16292178    


Number of events : 20


Observer: SC
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
01 Jan 2000 16:35:53.770    01 Jan 2000 16:45:46.216      592.44555691    
01 Jan 2000 18:14:59.573    01 Jan 2000 18:24:35.405      575.83202521    
02 Jan 2000 04:53:12.097    02 Jan 2000 05:01:31.193      499.09586019    
02 Jan 2000 06:31:12.563    02 Jan 2000 06:41:43.475      630.91122285    
02 Jan 2000 16:02:36.624    02 Jan 2000 16:09:15.370      398.74639789    
02 Jan 2000 17:38:55.872    02 Jan 2000 17:50:04.366      668.49384973    
03 Jan 2000 05:55:43.460    03 Jan 2000 06:07:01.800      678.34031582    
03 Jan 2000 17:03:40.682    03 Jan 2000 17:14:58.005      677.32221696    
03 Jan 2000 18:46:50.682    03 Jan 2000 18:50:32.888      222.20600343    
04 Jan 2000 05:20:44.351    04 Jan 2000 05:31:36.138      651.78657890    
04 Jan 2000 07:01:02.111    04 Jan 2000 07:08:38.291      456.18033690    
04 Jan 2000 16:29:09.826    04 Jan 2000 16:39:21.663      611.83692258    
04 Jan 2000 18:08:42.518    04 Jan 2000 18:17:51.386      548.86891457    
05 Jan 2000 04:46:24.895    05 Jan 2000 04:55:17.823      532.92806548    
05 Jan 2000 06:24:46.530    05 Jan 2000 06:35:01.662      615.13233602    
05 Jan 2000 15:55:37.996    05 Jan 2000 16:03:02.533      444.53759647    
05 Jan 2000 17:32:28.740    05 Jan 2000 17:43:28.268      659.52874735    
06 Jan 2000 04:14:08.306    06 Jan 2000 04:16:43.884      155.57802357    
06 Jan 2000 05:49:12.188    06 Jan 2000 06:00:27.729      675.54093859    


Number of events : 19


Observer: SE
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
01 Jan 2000 16:30:00.565    01 Jan 2000 16:41:09.839      669.27343619    
01 Jan 2000 18:12:52.880    01 Jan 2000 18:16:14.991      202.11110859    
02 Jan 2000 04:55:48.148    02 Jan 2000 05:07:08.704      680.55683153    
02 Jan 2000 15:55:50.031    02 Jan 2000 16:05:12.346      562.31452755    
02 Jan 2000 17:34:41.651    02 Jan 2000 17:44:01.441      559.78985808    
03 Jan 2000 04:21:06.049    03 Jan 2000 04:31:31.081      625.03236656    
03 Jan 2000 06:01:18.945    03 Jan 2000 06:08:48.189      449.24434775    
03 Jan 2000 15:23:30.662    03 Jan 2000 15:27:34.414      243.75205936    
03 Jan 2000 16:58:35.831    03 Jan 2000 17:09:45.419      669.58832805    
04 Jan 2000 03:47:29.843    04 Jan 2000 03:54:43.632      433.78883915    
04 Jan 2000 05:24:48.264    04 Jan 2000 05:35:15.582      627.31824388    
04 Jan 2000 16:23:23.763    04 Jan 2000 16:34:40.650      676.88710346    
05 Jan 2000 04:49:15.412    05 Jan 2000 05:00:36.050      680.63750368    
05 Jan 2000 15:49:02.947    05 Jan 2000 15:58:51.948      589.00108505    
05 Jan 2000 17:28:26.021    05 Jan 2000 17:37:12.917      526.89565629    
06 Jan 2000 04:14:25.509    06 Jan 2000 04:25:07.097      641.58759259    
06 Jan 2000 05:55:10.973    06 Jan 2000 06:01:47.422      396.44957496    


Number of events : 17


Observer: SP
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
01 Jan 2000 16:34:36.941    01 Jan 2000 16:44:37.423      600.48243968    
01 Jan 2000 18:14:00.743    01 Jan 2000 18:23:09.232      548.48939446    
02 Jan 2000 04:53:48.012    02 Jan 2000 05:03:06.337      558.32465688    
02 Jan 2000 06:32:30.294    02 Jan 2000 06:42:16.682      586.38864951    
02 Jan 2000 16:01:19.423    02 Jan 2000 16:08:03.688      404.26501549    
02 Jan 2000 17:37:47.663    02 Jan 2000 17:48:49.236      661.57257899    
03 Jan 2000 04:21:02.288    03 Jan 2000 04:25:09.158      246.86982277    
03 Jan 2000 05:56:46.078    03 Jan 2000 06:07:55.385      669.30671433    
03 Jan 2000 17:02:27.424    03 Jan 2000 17:13:47.783      680.35948329    
04 Jan 2000 05:21:36.267    04 Jan 2000 05:32:46.468      670.20059244    
04 Jan 2000 07:03:08.811    04 Jan 2000 07:08:16.579      307.76760651    
04 Jan 2000 16:27:53.368    04 Jan 2000 16:38:12.928      619.56000072    
04 Jan 2000 18:07:46.339    04 Jan 2000 18:16:22.085      515.74636929    
05 Jan 2000 04:47:04.065    05 Jan 2000 04:56:48.293      584.22855983    
05 Jan 2000 06:26:07.884    05 Jan 2000 06:35:30.397      562.51255850    
05 Jan 2000 15:54:20.506    05 Jan 2000 16:01:51.769      451.26275519    
05 Jan 2000 17:31:21.666    05 Jan 2000 17:42:11.857      650.19139010    
06 Jan 2000 04:13:47.843    06 Jan 2000 04:19:23.381      335.53753013    
06 Jan 2000 05:50:16.858    06 Jan 2000 06:01:18.337      661.47938994    


Number of events : 19


Observer: TO
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
01 Jan 2000 16:32:17.160    01 Jan 2000 16:40:03.391      466.23133819    
01 Jan 2000 18:09:44.106    01 Jan 2000 18:20:07.597      623.49111813    
02 Jan 2000 04:57:31.092    02 Jan 2000 05:07:01.171      570.07857560    
02 Jan 2000 06:36:34.848    02 Jan 2000 06:45:36.354      541.50655445    
02 Jan 2000 17:34:04.083    02 Jan 2000 17:45:28.063      683.98002918    
03 Jan 2000 04:24:56.855    03 Jan 2000 04:29:11.682      254.82637159    
03 Jan 2000 06:00:31.579    03 Jan 2000 06:11:31.968      660.38913892    
03 Jan 2000 16:59:13.542    03 Jan 2000 17:10:04.640      651.09785552    
03 Jan 2000 18:40:35.739    03 Jan 2000 18:46:34.800      359.06041979    
04 Jan 2000 05:25:16.010    04 Jan 2000 05:36:32.283      676.27275700    
04 Jan 2000 16:25:22.354    04 Jan 2000 16:33:49.993      507.63912412    
04 Jan 2000 18:03:22.406    04 Jan 2000 18:13:24.805      602.39931000    
05 Jan 2000 04:50:46.055    05 Jan 2000 05:00:41.822      595.76752579    
05 Jan 2000 06:30:18.214    05 Jan 2000 06:38:45.151      506.93684280    
05 Jan 2000 17:27:33.154    05 Jan 2000 17:38:53.780      680.62638519    
06 Jan 2000 04:17:39.746    06 Jan 2000 04:23:24.703      344.95686303    
06 Jan 2000 05:54:04.351    06 Jan 2000 06:04:52.917      648.56559110    


Number of events : 17


