Target: SCD2

Observer: AC
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
01 Jan 2000 21:18:22.620    01 Jan 2000 21:30:19.408      716.78771779    
01 Jan 2000 23:06:04.104    01 Jan 2000 23:16:03.354      599.25010063    
02 Jan 2000 00:54:32.390    02 Jan 2000 01:02:05.425      453.03419027    
02 Jan 2000 02:41:40.665    02 Jan 2000 02:49:49.542      488.87766351    
02 Jan 2000 04:27:27.437    02 Jan 2000 04:38:09.298      641.86051878    
02 Jan 2000 06:13:23.793    02 Jan 2000 06:25:14.516      710.72357660    
02 Jan 2000 08:00:43.262    02 Jan 2000 08:10:30.332      587.07015796    
02 Jan 2000 18:46:42.286    02 Jan 2000 18:56:36.696      594.41023866    
02 Jan 2000 20:31:56.141    02 Jan 2000 20:44:01.217      725.07544725    
02 Jan 2000 22:19:00.293    02 Jan 2000 22:29:59.257      658.96426766    
03 Jan 2000 00:07:22.191    03 Jan 2000 00:15:43.322      501.13075756    
03 Jan 2000 01:55:15.378    03 Jan 2000 02:02:42.336      446.95801749    
03 Jan 2000 03:41:22.981    03 Jan 2000 03:51:05.672      582.69077459    
03 Jan 2000 05:27:06.654    03 Jan 2000 05:38:47.467      700.81300718    
03 Jan 2000 07:13:42.691    03 Jan 2000 07:24:50.105      667.41413319    
03 Jan 2000 09:03:05.483    03 Jan 2000 09:08:18.773      313.29010535    


Number of events : 18


Observer: RR
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
01 Jan 2000 16:00:14.532    01 Jan 2000 16:07:59.678      465.14586266    
01 Jan 2000 17:45:09.834    01 Jan 2000 17:56:40.922      691.08830384    
01 Jan 2000 19:31:22.750    01 Jan 2000 19:43:14.532      711.78161125    
01 Jan 2000 21:19:43.717    01 Jan 2000 21:27:56.988      493.27104801    
02 Jan 2000 04:32:48.215    02 Jan 2000 04:37:07.418      259.20270510    
02 Jan 2000 06:16:17.304    02 Jan 2000 06:27:03.627      646.32329224    
02 Jan 2000 08:02:07.499    02 Jan 2000 08:13:55.024      707.52483867    
02 Jan 2000 09:49:54.110    02 Jan 2000 09:59:16.275      562.16474713    
02 Jan 2000 11:40:35.777    02 Jan 2000 11:43:01.257      145.48026854    
02 Jan 2000 15:14:51.480    02 Jan 2000 15:19:54.361      302.88123692    
02 Jan 2000 16:59:14.467    02 Jan 2000 17:09:41.022      626.55418207    
02 Jan 2000 18:44:53.354    02 Jan 2000 18:57:01.470      728.11577286    
02 Jan 2000 20:32:12.882    02 Jan 2000 20:42:30.005      617.12332395    
03 Jan 2000 05:30:39.128    03 Jan 2000 05:39:51.018      551.88980884    
03 Jan 2000 07:15:45.739    03 Jan 2000 07:27:34.977      709.23822928    
03 Jan 2000 09:02:42.820    03 Jan 2000 09:13:27.332      644.51210147    
03 Jan 2000 10:51:57.110    03 Jan 2000 10:58:04.578      367.46853779    


Number of events : 17


Observer: RS
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
01 Jan 2000 21:25:08.570    01 Jan 2000 21:34:47.189      578.61944031    
01 Jan 2000 23:10:14.431    01 Jan 2000 23:21:32.521      678.08976931    
02 Jan 2000 00:56:13.828    02 Jan 2000 01:07:43.604      689.77569529    
02 Jan 2000 02:42:36.468    02 Jan 2000 02:53:25.721      649.25316438    
02 Jan 2000 04:29:57.016    02 Jan 2000 04:37:45.269      468.25380226    
02 Jan 2000 20:39:52.241    02 Jan 2000 20:47:48.147      475.90557409    
02 Jan 2000 22:24:13.223    02 Jan 2000 22:35:08.184      654.96155476    
03 Jan 2000 00:09:57.785    03 Jan 2000 00:21:28.644      690.85895831    
03 Jan 2000 01:56:11.410    03 Jan 2000 02:07:25.394      673.98322821    
03 Jan 2000 03:42:58.009    03 Jan 2000 03:52:29.386      571.37698971    


Number of events : 10


Observer: SC
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
01 Jan 2000 19:41:31.214    01 Jan 2000 19:47:30.513      359.29956303    
01 Jan 2000 21:25:00.289    01 Jan 2000 21:35:45.363      645.07426084    
01 Jan 2000 23:10:35.583    01 Jan 2000 23:22:19.824      704.24112647    
02 Jan 2000 00:56:48.925    02 Jan 2000 01:08:35.585      706.65970179    
02 Jan 2000 02:43:15.140    02 Jan 2000 02:54:28.887      673.74697421    
02 Jan 2000 04:30:29.465    02 Jan 2000 04:39:05.902      516.43699275    
02 Jan 2000 20:39:22.263    02 Jan 2000 20:49:01.677      579.41445083    
02 Jan 2000 22:24:25.047    02 Jan 2000 22:35:57.122      692.07463047    
03 Jan 2000 00:10:28.775    03 Jan 2000 00:22:17.613      708.83780775    
03 Jan 2000 01:56:49.655    03 Jan 2000 02:08:23.656      694.00112625    
03 Jan 2000 03:43:34.850    03 Jan 2000 03:53:41.344      606.49464084    
03 Jan 2000 05:33:16.028    03 Jan 2000 05:35:39.468      143.44056268    


Number of events : 12


Observer: SE
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
01 Jan 2000 16:10:59.740    01 Jan 2000 16:14:14.272      194.53183342    
01 Jan 2000 17:53:32.266    01 Jan 2000 18:04:33.703      661.43687326    
01 Jan 2000 19:39:20.739    01 Jan 2000 19:51:22.447      721.70780055    
01 Jan 2000 21:26:44.812    01 Jan 2000 21:37:18.558      633.74557304    
01 Jan 2000 23:14:45.267    01 Jan 2000 23:23:36.543      531.27589021    
02 Jan 2000 01:01:44.100    02 Jan 2000 01:11:11.482      567.38218357    
02 Jan 2000 02:47:43.002    02 Jan 2000 02:59:01.302      678.30082354    
02 Jan 2000 04:33:56.606    02 Jan 2000 04:45:38.357      701.75095692    
02 Jan 2000 06:21:50.715    02 Jan 2000 06:30:17.167      506.45242170    
02 Jan 2000 17:08:00.482    02 Jan 2000 17:17:24.748      564.26552029    
02 Jan 2000 18:52:59.115    02 Jan 2000 19:05:00.741      721.62642935    
02 Jan 2000 20:39:49.284    02 Jan 2000 20:51:08.811      679.52684850    
02 Jan 2000 22:27:46.527    02 Jan 2000 22:37:08.743      562.21615502    
03 Jan 2000 00:15:18.358    03 Jan 2000 00:24:12.566      534.20824864    
03 Jan 2000 02:01:32.885    03 Jan 2000 02:12:09.823      636.93763353    
03 Jan 2000 03:47:31.832    03 Jan 2000 03:59:22.315      710.48336435    
03 Jan 2000 05:34:31.628    03 Jan 2000 05:44:55.313      623.68478221    


Number of events : 17


Observer: SP
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
01 Jan 2000 19:39:51.327    01 Jan 2000 19:49:01.550      550.22275737    
01 Jan 2000 21:24:38.551    01 Jan 2000 21:36:19.742      701.19083938    
01 Jan 2000 23:10:49.082    01 Jan 2000 23:22:47.243      718.16145211    
02 Jan 2000 00:57:20.630    02 Jan 2000 01:09:14.906      714.27616370    
02 Jan 2000 02:43:48.582    02 Jan 2000 02:55:32.004      703.42283008    
02 Jan 2000 04:30:46.137    02 Jan 2000 04:40:45.241      599.10378938    
02 Jan 2000 18:55:04.677    02 Jan 2000 19:01:24.025      379.34837176    
02 Jan 2000 20:38:39.824    02 Jan 2000 20:49:47.237      667.41360010    
02 Jan 2000 22:24:26.584    02 Jan 2000 22:36:24.633      718.04852147    
03 Jan 2000 00:10:55.294    03 Jan 2000 00:22:50.349      715.05535160    
03 Jan 2000 01:57:24.209    03 Jan 2000 02:09:16.277      712.06806174    
03 Jan 2000 03:44:01.673    03 Jan 2000 03:55:03.328      661.65525117    
03 Jan 2000 05:32:16.312    03 Jan 2000 05:38:45.437      389.12447701    


Number of events : 13


Observer: TO
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
01 Jan 2000 17:51:16.049    01 Jan 2000 18:00:41.473      565.42370558    
01 Jan 2000 19:36:15.784    01 Jan 2000 19:48:17.900      722.11642273    
01 Jan 2000 21:23:07.706    01 Jan 2000 21:34:24.191      676.48475859    
01 Jan 2000 23:11:11.443    01 Jan 2000 23:20:18.801      547.35811036    
02 Jan 2000 00:58:51.771    02 Jan 2000 01:07:19.161      507.38956961    
02 Jan 2000 02:45:06.362    02 Jan 2000 02:55:23.989      617.62715313    
02 Jan 2000 04:31:00.074    02 Jan 2000 04:42:47.951      707.87753396    
02 Jan 2000 06:17:49.012    02 Jan 2000 06:28:34.145      645.13273373    
02 Jan 2000 08:08:22.975    02 Jan 2000 08:10:52.327      149.35161931    
02 Jan 2000 17:06:22.004    02 Jan 2000 17:12:46.499      384.49440821    
02 Jan 2000 18:50:11.064    02 Jan 2000 19:01:43.067      692.00304032    
02 Jan 2000 20:36:22.627    02 Jan 2000 20:48:14.098      711.47066978    
02 Jan 2000 22:24:05.026    02 Jan 2000 22:34:04.568      599.54178458    
03 Jan 2000 00:12:09.210    03 Jan 2000 00:20:30.380      501.17025330    
03 Jan 2000 01:58:54.860    03 Jan 2000 02:08:20.457      565.59637802    
03 Jan 2000 03:44:47.107    03 Jan 2000 03:56:11.427      684.31993537    
03 Jan 2000 05:31:04.775    03 Jan 2000 05:42:40.367      695.59215942    
03 Jan 2000 07:19:17.426    03 Jan 2000 07:27:04.361      466.93484411    


Number of events : 18


