Target,Observer,Start Time (UTC),Stop Time (UTC),Duration (s),rev_time,day,coverage
CONASAT4,MG,2000-01-01 20:05:42.477,2000-01-01 20:14:19.956,517.47927549,0.0,2000-01-01,0.0059893435
CONASAT4,MG,2000-01-02 07:51:45.248,2000-01-02 08:00:16.481,511.23205059,41845.292,2000-01-02,0.0059170376
CONASAT4,MG,2000-01-02 09:28:18.292,2000-01-02 09:31:55.393,217.10157119,5281.811,2000-01-02,0.0025127497
CONASAT4,MG,2000-01-02 19:58:15.726,2000-01-02 20:06:55.531,519.80456589,37580.333,2000-01-02,0.0060162565
CONASAT4,MG,2000-01-03 07:44:24.419,2000-01-03 07:52:45.470,501.05044657,41848.888,2000-01-03,0.005799195
CONASAT4,MG,2000-01-03 09:20:29.031,2000-01-03 09:24:56.798,267.76685474,5263.561,2000-01-03,0.0030991534
CONASAT4,MG,2000-01-03 19:50:49.660,2000-01-03 19:59:30.546,520.88542781,37552.862,2000-01-03,0.0060287665
CONASAT4,MG,2000-01-04 07:37:04.344,2000-01-04 07:45:13.593,489.24940636,41853.798,2000-01-04,0.0056626089
CONASAT4,MG,2000-01-04 09:12:44.802,2000-01-04 09:17:52.978,308.17642892,5251.209,2000-01-04,0.0035668568
CONASAT4,MG,2000-01-04 19:43:24.273,2000-01-04 19:52:05.009,520.73644859,37531.295,2000-01-04,0.0060270422
CONASAT4,MG,2000-01-05 07:29:45.090,2000-01-05 07:37:40.782,475.69270969,41860.081,2000-01-05,0.0055057027
CONASAT4,MG,2000-01-05 09:05:03.775,2000-01-05 09:10:45.768,341.99221311,5242.993,2000-01-05,0.0039582432
CONASAT4,MG,2000-01-05 19:35:59.563,2000-01-05 19:44:38.925,519.36262564,37513.795,2000-01-05,0.0060111415
CONASAT4,MG,2000-01-06 07:22:26.745,2000-01-06 07:30:06.953,460.20775388,41867.82,2000-01-06,0.0053264786
CONASAT4,MG,2000-01-06 08:57:25.047,2000-01-06 09:03:36.075,371.02734625,5238.094,2000-01-06,0.004294298
CONASAT4,MS,2000-01-01 20:06:52.508,2000-01-01 20:14:35.666,463.15714444,0.0,2000-01-01,0.0053606151
CONASAT4,MS,2000-01-01 21:42:58.437,2000-01-01 21:47:20.616,262.17851092,5302.771,2000-01-01,0.0030344735
CONASAT4,MS,2000-01-02 07:54:35.042,2000-01-02 07:57:53.875,198.8334301,36434.426,2000-01-02,0.0023013128
CONASAT4,MS,2000-01-02 09:26:28.059,2000-01-02 09:34:57.455,509.39582853,5314.184,2000-01-02,0.0058957851
CONASAT4,MS,2000-01-02 19:59:34.618,2000-01-02 20:07:04.046,449.42804973,37477.163,2000-01-02,0.0052017135
CONASAT4,MS,2000-01-02 21:35:11.448,2000-01-02 21:40:14.684,303.23618056,5287.402,2000-01-02,0.003509678
CONASAT4,MS,2000-01-03 07:47:54.700,2000-01-03 07:49:40.999,106.29891485,36460.016,2000-01-03,0.0012303115
CONASAT4,MS,2000-01-03 09:18:58.735,2000-01-03 09:27:36.862,518.12744639,5357.736,2000-01-03,0.0059968454
CONASAT4,MS,2000-01-03 19:52:17.737,2000-01-03 19:59:31.576,433.83974412,37480.875,2000-01-03,0.0050212933
CONASAT4,MS,2000-01-03 21:27:28.091,2000-01-03 21:33:05.225,337.13413213,5276.515,2000-01-03,0.0039020154
CONASAT4,MS,2000-01-04 09:11:30.006,2000-01-04 09:20:15.525,525.51839874,41904.781,2000-01-04,0.0060823889
CONASAT4,MS,2000-01-04 19:45:01.972,2000-01-04 19:51:58.154,416.18229268,37486.447,2000-01-04,0.0048169247
CONASAT4,MS,2000-01-04 21:19:47.354,2000-01-04 21:25:53.254,365.90006378,5269.2,2000-01-04,0.0042349544
CONASAT4,MS,2000-01-05 09:04:01.848,2000-01-05 09:12:53.471,531.62255305,41888.594,2000-01-05,0.0061530388
CONASAT4,MS,2000-01-05 19:37:47.465,2000-01-05 19:44:23.642,396.17731733,37493.994,2000-01-05,0.0045853856
CONASAT4,MS,2000-01-05 21:12:08.656,2000-01-05 21:18:39.353,390.69763944,5265.014,2000-01-05,0.0045219634
CONASAT4,MS,2000-01-06 08:56:34.241,2000-01-06 09:05:30.722,536.48117435,41874.888,2000-01-06,0.0062092729
CONASAT4,MT,2000-01-01 20:06:07.032,2000-01-01 20:12:59.207,412.17543326,0.0,2000-01-01,0.004770549
CONASAT4,MT,2000-01-01 21:40:58.436,2000-01-01 21:46:45.314,346.87779564,5279.229,2000-01-01,0.0040147893
CONASAT4,MT,2000-01-02 07:56:39.464,2000-01-02 07:58:39.582,120.11726804,36594.15,2000-01-02,0.0013902462
CONASAT4,MT,2000-01-02 09:27:49.047,2000-01-02 09:36:19.663,510.61588861,5349.465,2000-01-02,0.0059099061
CONASAT4,MT,2000-01-02 19:58:53.001,2000-01-02 20:05:23.938,390.93704451,37353.338,2000-01-02,0.0045247343
CONASAT4,MT,2000-01-02 21:33:18.449,2000-01-02 21:39:33.218,374.76854471,5274.511,2000-01-02,0.0043375989
CONASAT4,MT,2000-01-03 09:20:19.633,2000-01-03 09:28:59.019,519.38634748,42046.415,2000-01-03,0.0060114161
CONASAT4,MT,2000-01-03 19:51:40.573,2000-01-03 19:57:47.214,366.64066213,37361.554,2000-01-03,0.0042435262
CONASAT4,MT,2000-01-03 21:25:40.417,2000-01-03 21:32:19.242,398.82526301,5273.203,2000-01-03,0.0046160331
CONASAT4,MT,2000-01-04 09:12:50.869,2000-01-04 09:21:37.604,526.73510124,42031.627,2000-01-04,0.0060964711
CONASAT4,MT,2000-01-04 19:44:30.082,2000-01-04 19:50:08.702,338.61967652,37372.478,2000-01-04,0.0039192092
CONASAT4,MT,2000-01-04 21:18:03.996,2000-01-04 21:25:03.728,419.7321631,5275.294,2000-01-04,0.0048580111
CONASAT4,MT,2000-01-05 09:05:22.728,2000-01-05 09:14:15.449,532.72077336,42019.0,2000-01-05,0.0061657497
CONASAT4,MT,2000-01-05 19:37:22.048,2000-01-05 19:42:27.888,305.84092434,37386.599,2000-01-05,0.0035398255
CONASAT4,MT,2000-01-05 21:10:28.953,2000-01-05 21:17:46.915,437.96239734,5281.065,2000-01-05,0.0050690092
CONASAT4,MT,2000-01-06 08:57:55.188,2000-01-06 09:06:52.576,537.38789343,42008.273,2000-01-06,0.0062197673
CONASAT4,PA,2000-01-01 20:01:28.408,2000-01-01 20:09:30.766,482.35792732,0.0,2000-01-01,0.0055828464
CONASAT4,PA,2000-01-02 07:56:57.067,2000-01-02 08:05:12.223,495.15530246,42446.301,2000-01-02,0.0057309641
CONASAT4,PA,2000-01-02 09:33:53.370,2000-01-02 09:36:41.960,168.5897772,5321.147,2000-01-02,0.0019512706
CONASAT4,PA,2000-01-02 19:54:08.865,2000-01-02 20:01:59.747,470.88264946,37046.905,2000-01-02,0.0054500307
CONASAT4,PA,2000-01-02 21:32:09.473,2000-01-02 21:32:29.340,19.86649856,5409.726,2000-01-02,0.0002299363
CONASAT4,PA,2000-01-03 07:49:38.330,2000-01-03 07:57:40.320,481.9898856,37028.99,2000-01-03,0.0055785866
CONASAT4,PA,2000-01-03 09:25:53.873,2000-01-03 09:29:51.538,237.66437519,5293.553,2000-01-03,0.0027507451
CONASAT4,PA,2000-01-03 19:46:50.290,2000-01-03 19:54:27.795,457.50540672,37018.752,2000-01-03,0.0052952015
CONASAT4,PA,2000-01-03 21:23:29.806,2000-01-03 21:26:18.669,168.86270056,5342.011,2000-01-03,0.0019544294
CONASAT4,PA,2000-01-04 07:42:20.602,2000-01-04 07:50:07.429,466.8266374,36961.933,2000-01-04,0.0054030861
CONASAT4,PA,2000-01-04 09:18:03.754,2000-01-04 09:22:51.663,287.9089531,5276.325,2000-01-04,0.0033322795
CONASAT4,PA,2000-01-04 19:39:32.778,2000-01-04 19:46:54.821,442.04264892,37001.115,2000-01-04,0.0051162344
CONASAT4,PA,2000-01-04 21:15:31.807,2000-01-04 21:19:26.279,234.47209216,5316.986,2000-01-04,0.0027137974
CONASAT4,PA,2000-01-05 07:35:03.993,2000-01-05 07:42:33.443,449.44946633,36937.714,2000-01-05,0.0052019614
CONASAT4,PA,2000-01-05 09:10:18.614,2000-01-05 09:15:46.739,328.1247073,5265.171,2000-01-05,0.0037977397
CONASAT4,PA,2000-01-05 19:32:16.451,2000-01-05 19:39:20.704,424.25357164,36989.712,2000-01-05,0.0049103423
CONASAT4,PA,2000-01-05 21:07:42.574,2000-01-05 21:12:25.073,282.4989986,5301.87,2000-01-05,0.0032696643
CONASAT4,PA,2000-01-06 07:27:48.647,2000-01-06 07:34:58.221,429.57364877,36923.574,2000-01-06,0.0049719172
CONASAT4,PA,2000-01-06 09:02:36.761,2000-01-06 09:08:38.462,361.70066711,5258.54,2000-01-06,0.0041863503
CONASAT4,PB,2000-01-01 18:30:09.636,2000-01-01 18:33:57.403,227.76687179,0.0,2000-01-01,0.0026361906
CONASAT4,PB,2000-01-01 20:02:31.123,2000-01-01 20:10:00.957,449.8339062,5313.72,2000-01-01,0.005206411
CONASAT4,PB,2000-01-02 07:54:34.177,2000-01-02 08:03:13.395,519.21860328,42273.22,2000-01-02,0.0060094746
CONASAT4,PB,2000-01-02 18:23:18.615,2000-01-02 18:25:59.094,160.47920304,37205.22,2000-01-02,0.0018573982
CONASAT4,PB,2000-01-02 19:54:58.338,2000-01-02 20:02:42.672,464.3343597,5339.244,2000-01-02,0.0053742403
CONASAT4,PB,2000-01-03 07:47:05.232,2000-01-03 07:55:51.949,526.7168684,42262.56,2000-01-03,0.0060962601
CONASAT4,PB,2000-01-03 19:47:26.564,2000-01-03 19:55:23.398,476.83440631,42694.615,2000-01-03,0.0055189167
CONASAT4,PB,2000-01-04 07:39:36.985,2000-01-04 07:48:29.740,532.75471881,42253.587,2000-01-04,0.0061661426
CONASAT4,PB,2000-01-04 19:39:55.720,2000-01-04 19:48:03.221,487.50060053,42685.98,2000-01-04,0.0056423681
CONASAT4,PB,2000-01-05 07:32:09.412,2000-01-05 07:41:06.795,537.3835866,42246.191,2000-01-05,0.0062197174
CONASAT4,PB,2000-01-05 19:32:25.743,2000-01-05 19:40:42.206,496.4622878,42678.948,2000-01-05,0.0057460913
CONASAT4,PB,2000-01-06 07:24:42.495,2000-01-06 07:33:43.136,540.64082036,42240.289,2000-01-06,0.0062574169
CONASAT4,PE,2000-01-01 18:30:17.204,2000-01-01 18:34:19.224,242.0204312,0.0,2000-01-01,0.0028011624
CONASAT4,PE,2000-01-01 20:02:47.235,2000-01-01 20:10:14.195,446.96035698,5308.011,2000-01-01,0.0051731523
CONASAT4,PE,2000-01-02 07:54:18.703,2000-01-02 08:02:59.825,521.12175724,42244.508,2000-01-02,0.0060315018
CONASAT4,PE,2000-01-02 18:23:22.818,2000-01-02 18:26:24.358,181.54027808,37222.993,2000-01-02,0.0021011606
CONASAT4,PE,2000-01-02 19:55:14.222,2000-01-02 20:02:56.065,461.84300075,5329.864,2000-01-02,0.0053454051
CONASAT4,PE,2000-01-03 07:46:49.940,2000-01-03 07:55:38.208,528.26819021,42233.875,2000-01-03,0.0061142152
CONASAT4,PE,2000-01-03 18:16:50.958,2000-01-03 18:18:07.089,76.131163642,37272.75,2000-01-03,0.0008811477
CONASAT4,PE,2000-01-03 19:47:42.239,2000-01-03 19:55:36.933,474.69369171,5375.15,2000-01-03,0.00549414
CONASAT4,PE,2000-01-04 07:39:21.861,2000-01-04 07:48:15.836,533.9752815,42224.928,2000-01-04,0.0061802695
CONASAT4,PE,2000-01-04 19:40:11.201,2000-01-04 19:48:16.888,485.68699452,42715.365,2000-01-04,0.0056213773
CONASAT4,PE,2000-01-05 07:31:54.444,2000-01-05 07:40:52.735,538.29041349,42217.556,2000-01-05,0.0062302131
CONASAT4,PE,2000-01-05 19:32:41.042,2000-01-05 19:40:56.000,494.95838861,42708.307,2000-01-05,0.0057286851
CONASAT4,PE,2000-01-06 07:24:27.675,2000-01-06 07:33:28.922,541.24745715,42211.675,2000-01-06,0.0062644382
CONASAT4,PI,2000-01-01 20:01:48.880,2000-01-01 20:10:27.329,518.44857376,0.0,2000-01-01,0.0060005622
CONASAT4,PI,2000-01-02 07:55:20.973,2000-01-02 08:04:19.528,538.55507554,42293.644,2000-01-02,0.0062332763
CONASAT4,PI,2000-01-02 19:54:23.704,2000-01-02 20:03:01.777,518.0729811,42604.176,2000-01-02,0.0059962151
CONASAT4,PI,2000-01-03 07:47:57.658,2000-01-03 07:56:52.060,534.40154842,42295.881,2000-01-03,0.0061852031
CONASAT4,PI,2000-01-03 19:46:59.241,2000-01-03 19:55:35.550,516.30925443,42607.181,2000-01-03,0.0059758016
CONASAT4,PI,2000-01-04 07:40:35.042,2000-01-04 07:49:23.869,528.82718404,42299.492,2000-01-04,0.006120685
CONASAT4,PI,2000-01-04 19:39:35.498,2000-01-04 19:48:08.642,513.14346178,42611.629,2000-01-04,0.0059391604
CONASAT4,PI,2000-01-05 07:33:13.151,2000-01-05 07:41:54.931,521.7799858,42304.509,2000-01-05,0.0060391202
CONASAT4,PI,2000-01-05 19:32:12.492,2000-01-05 19:40:41.041,508.54867618,42617.561,2000-01-05,0.00588598
CONASAT4,PI,2000-01-06 07:25:52.022,2000-01-06 07:34:25.214,513.19150077,42310.981,2000-01-06,0.0059397164
CONASAT4,PR,2000-01-01 20:07:22.183,2000-01-01 20:16:01.407,519.22363462,0.0,2000-01-01,0.0060095328
CONASAT4,PR,2000-01-02 07:51:22.059,2000-01-02 07:58:05.924,403.8652578,41720.652,2000-01-02,0.0046743664
CONASAT4,PR,2000-01-02 09:25:18.926,2000-01-02 09:32:53.530,454.60359247,5233.002,2000-01-02,0.0052616157
CONASAT4,PR,2000-01-02 19:59:58.424,2000-01-02 20:08:34.532,516.10814533,37624.894,2000-01-02,0.0059734739
CONASAT4,PR,2000-01-03 07:44:07.789,2000-01-03 07:50:26.937,379.14739153,41733.257,2000-01-03,0.00438828
CONASAT4,PR,2000-01-03 09:17:46.957,2000-01-03 09:25:36.481,469.52417765,5240.02,2000-01-03,0.0054343076
CONASAT4,PR,2000-01-03 19:52:35.320,2000-01-03 20:01:07.165,511.84537142,37618.839,2000-01-03,0.0059241362
CONASAT4,PR,2000-01-04 07:36:55.314,2000-01-04 07:42:46.013,350.69858531,41748.149,2000-01-04,0.0040590114
CONASAT4,PR,2000-01-04 09:10:15.715,2000-01-04 09:18:18.519,482.80372586,5249.702,2000-01-04,0.0055880061
CONASAT4,PR,2000-01-04 19:45:12.882,2000-01-04 19:53:39.294,506.41149266,37614.363,2000-01-04,0.0058612441
CONASAT4,PR,2000-01-05 07:29:45.152,2000-01-05 07:35:02.635,317.48280289,41765.858,2000-01-05,0.0036745695
CONASAT4,PR,2000-01-05 09:02:45.139,2000-01-05 09:10:59.711,494.57226461,5262.504,2000-01-05,0.005724216
CONASAT4,PR,2000-01-05 19:37:51.130,2000-01-05 19:46:10.904,499.77300366,37611.419,2000-01-05,0.0057844098
CONASAT4,PR,2000-01-05 21:16:10.921,2000-01-05 21:17:01.501,50.580134836,5400.017,2000-01-05,0.0005854182
CONASAT4,PR,2000-01-06 07:22:38.175,2000-01-06 07:27:15.929,277.75330165,36336.674,2000-01-06,0.0032147373
CONASAT4,PR,2000-01-06 08:55:15.178,2000-01-06 09:03:40.111,504.93296455,5279.249,2000-01-06,0.0058441315
CONASAT4,RJ,2000-01-01 20:06:29.420,2000-01-01 20:15:01.657,512.23657422,0.0,2000-01-01,0.0059286641
CONASAT4,RJ,2000-01-02 07:50:55.108,2000-01-02 07:59:28.785,513.67696415,41753.451,2000-01-02,0.0059453352
CONASAT4,RJ,2000-01-02 09:27:18.770,2000-01-02 09:31:16.179,237.40895356,5269.985,2000-01-02,0.0027477888
CONASAT4,RJ,2000-01-02 19:59:01.596,2000-01-02 20:07:37.992,516.39582796,37665.417,2000-01-02,0.0059768036
CONASAT4,RJ,2000-01-03 07:43:33.893,2000-01-03 07:51:57.978,504.08510308,41755.901,2000-01-03,0.0058343183
CONASAT4,RJ,2000-01-03 09:19:32.401,2000-01-03 09:24:14.897,282.49552661,5254.423,2000-01-03,0.0032696242
CONASAT4,RJ,2000-01-03 19:51:34.459,2000-01-03 20:00:13.779,519.3202174,37639.562,2000-01-03,0.0060106507
CONASAT4,RJ,2000-01-04 07:36:13.377,2000-01-04 07:44:26.340,492.96281441,41759.598,2000-01-04,0.0057055881
CONASAT4,RJ,2000-01-04 09:11:50.007,2000-01-04 09:17:09.437,319.43071842,5243.667,2000-01-04,0.0036971148
CONASAT4,RJ,2000-01-04 19:44:07.994,2000-01-04 19:52:49.033,521.03901592,37618.557,2000-01-04,0.0060305442
CONASAT4,RJ,2000-01-05 07:28:53.622,2000-01-05 07:36:53.811,480.18861105,41764.589,2000-01-05,0.0055577386
CONASAT4,RJ,2000-01-05 09:04:10.294,2000-01-05 09:10:01.096,350.80152493,5236.483,2000-01-05,0.0040602028
CONASAT4,RJ,2000-01-05 19:36:42.192,2000-01-05 19:45:23.764,521.57186859,37601.096,2000-01-05,0.0060367114
CONASAT4,RJ,2000-01-06 07:21:34.705,2000-01-06 07:29:20.315,465.60981609,41770.941,2000-01-06,0.0053890025
CONASAT4,RJ,2000-01-06 08:56:32.571,2000-01-06 09:02:50.569,377.99810751,5232.256,2000-01-06,0.0043749781
CONASAT4,RN,2000-01-01 18:30:13.919,2000-01-01 18:33:15.078,181.15899997,0.0,2000-01-01,0.0020967477
CONASAT4,RN,2000-01-01 20:02:07.283,2000-01-01 20:09:46.420,459.13722025,5332.205,2000-01-01,0.0053140882
CONASAT4,RN,2000-01-02 07:54:55.056,2000-01-02 08:03:34.661,519.60451605,42308.636,2000-01-02,0.0060139412
CONASAT4,RN,2000-01-02 18:23:42.989,2000-01-02 18:24:56.602,73.613181675,37208.328,2000-01-02,0.0008520044
CONASAT4,RN,2000-01-02 19:54:35.187,2000-01-02 20:02:27.546,472.35909457,5378.585,2000-01-02,0.0054671192
CONASAT4,RN,2000-01-03 07:47:26.128,2000-01-03 07:56:13.156,527.02758702,42298.582,2000-01-03,0.0060998563
CONASAT4,RN,2000-01-03 19:47:04.046,2000-01-03 19:55:07.732,483.68617902,42650.89,2000-01-03,0.0055982197
CONASAT4,RN,2000-01-04 07:39:57.905,2000-01-04 07:48:50.889,532.98385469,42290.173,2000-01-04,0.0061687946
CONASAT4,RN,2000-01-04 19:39:33.791,2000-01-04 19:47:47.052,493.2602715,42642.902,2000-01-04,0.0057090309
CONASAT4,RN,2000-01-05 07:32:30.363,2000-01-05 07:41:27.888,537.52472695,42283.311,2000-01-05,0.006221351
CONASAT4,RN,2000-01-05 19:32:04.369,2000-01-05 19:40:25.560,501.19164444,42636.481,2000-01-05,0.0058008292
CONASAT4,RN,2000-01-06 07:25:03.486,2000-01-06 07:34:04.173,540.68743831,42277.926,2000-01-06,0.0062579565
CONASAT4,RO,2000-01-01 21:38:13.293,2000-01-01 21:46:39.746,506.45315502,0.0,2000-01-01,0.0058617263
CONASAT4,RO,2000-01-02 09:29:42.937,2000-01-02 09:38:46.193,543.25587797,42183.191,2000-01-02,0.0062876838
CONASAT4,RO,2000-01-02 21:30:45.182,2000-01-02 21:39:16.888,511.70575521,42718.989,2000-01-02,0.0059225203
CONASAT4,RO,2000-01-03 09:22:18.000,2000-01-03 09:31:20.371,542.37110324,42181.112,2000-01-03,0.0062774433
CONASAT4,RO,2000-01-03 21:23:17.816,2000-01-03 21:31:53.336,515.51984103,42717.445,2000-01-03,0.0059666648
CONASAT4,RO,2000-01-04 09:14:53.699,2000-01-04 09:23:53.855,540.15548617,42180.363,2000-01-04,0.0062517996
CONASAT4,RO,2000-01-04 21:15:51.176,2000-01-04 21:24:29.110,517.93324136,42717.321,2000-01-04,0.0059945977
CONASAT4,RO,2000-01-05 09:07:30.048,2000-01-05 09:16:26.636,536.58776544,42180.938,2000-01-05,0.0062105065
CONASAT4,RO,2000-01-05 21:08:25.253,2000-01-05 21:17:04.223,518.97043524,42718.617,2000-01-05,0.0060066023
CONASAT4,RO,2000-01-06 09:00:07.064,2000-01-06 09:08:58.699,531.63480624,42182.841,2000-01-06,0.0061531806
CONASAT4,RR,2000-01-01 21:35:08.206,2000-01-01 21:43:25.681,497.47408734,0.0,2000-01-01,0.0057578019
CONASAT4,RR,2000-01-02 09:32:46.601,2000-01-02 09:41:23.176,516.57528409,42560.92,2000-01-02,0.0059788806
CONASAT4,RR,2000-01-02 21:27:39.438,2000-01-02 21:36:03.853,504.41500159,42376.262,2000-01-02,0.0058381366
CONASAT4,RR,2000-01-03 09:25:17.292,2000-01-03 09:34:01.738,524.44518269,42553.439,2000-01-03,0.0060699674
CONASAT4,RR,2000-01-03 21:20:11.410,2000-01-03 21:28:41.252,509.84194139,42369.672,2000-01-03,0.0059009484
CONASAT4,RR,2000-01-04 09:17:48.743,2000-01-04 09:26:39.545,530.80173077,42547.491,2000-01-04,0.0061435386
CONASAT4,RR,2000-01-04 21:12:44.098,2000-01-04 21:21:17.905,513.80612603,42364.553,2000-01-04,0.0059468302
CONASAT4,RR,2000-01-05 09:10:20.924,2000-01-05 09:19:16.629,535.70503882,42543.019,2000-01-05,0.0062002898
CONASAT4,RR,2000-01-05 21:05:17.486,2000-01-05 21:13:53.830,516.34334667,42360.857,2000-01-05,0.0059761961
CONASAT4,RR,2000-01-06 09:02:53.815,2000-01-06 09:11:53.015,539.19980776,42539.985,2000-01-06,0.0062407385
CONASAT4,RS,2000-01-01 20:08:39.663,2000-01-01 20:17:17.333,517.67007548,0.0,2000-01-01,0.0059915518
CONASAT4,RS,2000-01-02 07:50:47.382,2000-01-02 07:56:15.227,327.84439299,41610.049,2000-01-02,0.0037944953
CONASAT4,RS,2000-01-02 09:23:52.231,2000-01-02 09:32:15.454,503.22258733,5257.004,2000-01-02,0.0058243355
CONASAT4,RS,2000-01-02 20:01:16.337,2000-01-02 20:09:50.127,513.79023332,37740.883,2000-01-02,0.0059466462
CONASAT4,RS,2000-01-03 07:43:38.251,2000-01-03 07:48:30.060,291.8091548,41628.124,2000-01-03,0.0033774208
CONASAT4,RS,2000-01-03 09:16:22.985,2000-01-03 09:24:55.076,512.09120939,5272.925,2000-01-03,0.0059269816
CONASAT4,RS,2000-01-03 19:53:53.631,2000-01-03 20:02:22.481,508.84980422,37738.555,2000-01-03,0.0058894653
CONASAT4,RS,2000-01-04 07:36:32.968,2000-01-04 07:40:40.874,247.90601271,41650.487,2000-01-04,0.0028692826
CONASAT4,RS,2000-01-04 09:08:54.220,2000-01-04 09:17:34.026,519.80637418,5293.346,2000-01-04,0.0060162775
CONASAT4,RS,2000-01-04 19:46:31.559,2000-01-04 19:54:54.383,502.82345609,37737.533,2000-01-04,0.0058197159
CONASAT4,RS,2000-01-04 21:24:03.065,2000-01-04 21:26:40.968,157.90304019,5348.682,2000-01-04,0.0018275815
CONASAT4,RS,2000-01-05 07:29:34.242,2000-01-05 07:32:44.960,190.71830866,36173.274,2000-01-05,0.0022073878
CONASAT4,RS,2000-01-05 09:01:25.915,2000-01-05 09:10:12.329,526.41381546,5320.955,2000-01-05,0.0060927525
CONASAT4,RS,2000-01-05 19:39:10.139,2000-01-05 19:47:25.816,495.67725227,37737.81,2000-01-05,0.0057370052
CONASAT4,RS,2000-01-05 21:16:03.759,2000-01-05 21:19:45.692,221.9331992,5317.943,2000-01-05,0.0025686713
CONASAT4,RS,2000-01-06 07:22:52.503,2000-01-06 07:24:31.885,99.38195881,36186.811,2000-01-06,0.0011502542
CONASAT4,RS,2000-01-06 08:53:58.054,2000-01-06 09:02:50.004,531.94960789,5366.169,2000-01-06,0.0061568242
CONASAT4,SC,2000-01-01 20:07:51.839,2000-01-01 20:16:33.986,522.14697108,0.0,2000-01-01,0.0060433677
CONASAT4,SC,2000-01-02 07:50:40.009,2000-01-02 07:57:35.278,415.26840016,41646.023,2000-01-02,0.0048063472
CONASAT4,SC,2000-01-02 09:24:42.940,2000-01-02 09:32:17.739,454.79883382,5227.662,2000-01-02,0.0052638754
CONASAT4,SC,2000-01-02 20:00:27.142,2000-01-02 20:09:07.788,520.64577694,37689.403,2000-01-02,0.0060259928
CONASAT4,SC,2000-01-03 07:43:24.627,2000-01-03 07:49:57.217,392.59086525,41656.839,2000-01-03,0.0045438758
CONASAT4,SC,2000-01-03 09:17:11.178,2000-01-03 09:25:00.568,469.39023526,5233.961,2000-01-03,0.0054327574
CONASAT4,SC,2000-01-03 19:53:03.071,2000-01-03 20:01:41.132,518.06096082,37682.503,2000-01-03,0.0059960759
CONASAT4,SC,2000-01-04 07:36:10.783,2000-01-04 07:42:17.464,366.68064287,41669.651,2000-01-04,0.0042439889
CONASAT4,SC,2000-01-04 09:09:40.102,2000-01-04 09:17:42.517,482.41510615,5242.638,2000-01-04,0.0055835082
CONASAT4,SC,2000-01-04 19:45:39.630,2000-01-04 19:54:14.013,514.38243835,37677.113,2000-01-04,0.0059535004
CONASAT4,SC,2000-01-05 07:28:58.866,2000-01-05 07:34:35.628,336.76191182,41684.853,2000-01-05,0.0038977073
CONASAT4,SC,2000-01-05 09:02:09.655,2000-01-05 09:10:23.649,493.99412043,5254.027,2000-01-05,0.0057175245
CONASAT4,SC,2000-01-05 19:38:16.831,2000-01-05 19:46:46.424,509.59235922,37673.182,2000-01-05,0.0058980597
CONASAT4,SC,2000-01-06 07:21:49.489,2000-01-06 07:26:51.097,301.60827372,41703.065,2000-01-06,0.0034908365
CONASAT4,SC,2000-01-06 08:54:39.790,2000-01-06 09:03:04.014,504.22343749,5268.693,2000-01-06,0.0058359194
CONASAT4,SE,2000-01-01 18:32:06.766,2000-01-01 18:34:17.029,130.26296807,0.0,2000-01-01,0.0015076732
CONASAT4,SE,2000-01-01 20:03:24.815,2000-01-01 20:11:18.572,473.75708475,5347.786,2000-01-01,0.0054832996
CONASAT4,SE,2000-01-02 07:53:32.476,2000-01-02 08:02:31.502,539.026595,42133.904,2000-01-02,0.0062387337
CONASAT4,SE,2000-01-02 19:55:53.619,2000-01-02 20:03:58.502,484.88367177,42802.117,2000-01-02,0.0056120795
CONASAT4,SE,2000-01-03 07:46:05.811,2000-01-03 07:55:07.585,541.77413246,42127.309,2000-01-03,0.0062705339
CONASAT4,SE,2000-01-03 19:48:23.308,2000-01-03 19:56:37.604,494.29620809,42795.723,2000-01-03,0.0057210209
CONASAT4,SE,2000-01-04 07:38:39.762,2000-01-04 07:47:42.974,543.21185412,42122.158,2000-01-04,0.0062871742
CONASAT4,SE,2000-01-04 19:40:53.828,2000-01-04 19:49:15.930,502.10231203,42790.854,2000-01-04,0.0058113694
CONASAT4,SE,2000-01-05 07:31:14.326,2000-01-05 07:40:17.674,543.34759789,42118.396,2000-01-05,0.0062887453
CONASAT4,SE,2000-01-05 19:33:25.140,2000-01-05 19:41:53.526,508.38587751,42787.466,2000-01-05,0.0058840958
CONASAT4,SE,2000-01-06 07:23:49.505,2000-01-06 07:32:51.684,542.17878728,42115.979,2000-01-06,0.0062752174
CONASAT4,SP,2000-01-01 20:06:44.116,2000-01-01 20:15:25.790,521.67391805,0.0,2000-01-01,0.0060378926
CONASAT4,SP,2000-01-02 07:51:16.443,2000-01-02 07:59:02.294,465.8510524,41750.653,2000-01-02,0.0053917946
CONASAT4,SP,2000-01-02 09:26:13.070,2000-01-02 09:32:34.226,381.15601918,5230.776,2000-01-02,0.004411528
CONASAT4,SP,2000-01-02 19:59:18.778,2000-01-02 20:08:00.145,521.36719131,37604.552,2000-01-02,0.0060343425
CONASAT4,SP,2000-01-03 07:43:58.377,2000-01-03 07:51:27.757,449.37994945,41758.232,2000-01-03,0.0052011568
CONASAT4,SP,2000-01-03 09:18:37.175,2000-01-03 09:25:21.699,404.52333265,5229.418,2000-01-03,0.004681983
