Target,Observer,Start Time (UTC),Stop Time (UTC),Duration (s),rev_time,day,coverage
CONASAT1,TO,2000-01-01 20:45:12.034,2000-01-01 20:54:04.713,532.67916539,0.0,2000-01-01,0.0061652681
CONASAT1,TO,2000-01-02 07:15:53.371,2000-01-02 07:18:08.620,135.24946631,37308.658,2000-01-02,0.0015653873
CONASAT1,TO,2000-01-02 08:47:15.106,2000-01-02 08:55:07.206,472.09948146,5346.486,2000-01-02,0.0054641144
CONASAT1,TO,2000-01-02 20:37:44.458,2000-01-02 20:46:41.816,537.35791723,42157.252,2000-01-02,0.0062194203
CONASAT1,TO,2000-01-03 08:39:43.804,2000-01-03 08:47:47.279,483.4746269,42781.988,2000-01-03,0.0055957711
CONASAT1,TO,2000-01-03 20:30:17.516,2000-01-03 20:39:18.206,540.6894836,42150.237,2000-01-03,0.0062579801
CONASAT1,TO,2000-01-04 08:32:13.395,2000-01-04 08:40:26.508,493.1137924,42775.189,2000-01-04,0.0057073356
CONASAT1,TO,2000-01-04 20:22:51.198,2000-01-04 20:31:53.896,542.69774349,42144.69,2000-01-04,0.0062812239
CONASAT1,TO,2000-01-05 08:24:43.823,2000-01-05 08:33:04.952,501.12836338,42769.927,2000-01-05,0.0058000968
CONASAT1,TO,2000-01-05 20:15:25.499,2000-01-05 20:24:28.894,543.39545583,42140.547,2000-01-05,0.0062892993
CONASAT1,TO,2000-01-06 08:17:15.049,2000-01-06 08:25:42.654,507.60516389,42766.155,2000-01-06,0.0058750598
CONASAT2,AC,2000-01-01 13:41:06.017,2000-01-01 13:49:45.079,519.06211807,0.0,2000-01-01,0.0060076634
CONASAT2,AC,2000-01-02 01:32:10.959,2000-01-02 01:41:00.728,529.76908511,42145.88,2000-01-02,0.0061315866
CONASAT2,AC,2000-01-02 13:33:40.654,2000-01-02 13:42:19.665,519.01124453,42759.926,2000-01-02,0.0060070746
CONASAT2,AC,2000-01-03 01:24:48.864,2000-01-03 01:33:31.782,522.91813561,42149.199,2000-01-03,0.0060522932
CONASAT2,AC,2000-01-03 13:26:16.002,2000-01-03 13:34:53.609,517.60769117,42764.22,2000-01-03,0.0059908298
CONASAT2,AC,2000-01-04 01:17:27.496,2000-01-04 01:26:02.055,514.55875755,42153.887,2000-01-04,0.0059555412
CONASAT2,AC,2000-01-04 13:18:52.066,2000-01-04 13:27:26.909,514.842773,42770.011,2000-01-04,0.0059588284
CONASAT2,AC,2000-01-05 01:10:06.901,2000-01-05 01:18:31.506,504.60543005,42159.992,2000-01-05,0.0058403406
CONASAT2,AC,2000-01-05 02:47:11.794,2000-01-05 02:49:44.214,152.42019079,5320.288,2000-01-05,0.0017641226
CONASAT2,AC,2000-01-05 13:11:28.859,2000-01-05 13:19:59.555,510.6957429,37304.645,2000-01-05,0.0059108304
CONASAT2,AC,2000-01-06 01:02:47.133,2000-01-06 01:11:00.083,492.94952585,42167.578,2000-01-06,0.0057054343
CONASAT2,AC,2000-01-06 02:39:10.920,2000-01-06 02:42:56.286,225.36529686,5290.837,2000-01-06,0.0026083946
CONASAT2,AL,2000-01-01 12:05:41.083,2000-01-01 12:13:13.021,451.937832,0.0,2000-01-01,0.0052307619
CONASAT2,AL,2000-01-01 23:56:21.221,2000-01-02 00:05:09.731,528.50981501,42188.2,2000-01-01,0.0061170117
CONASAT2,AL,2000-01-02 10:26:25.341,2000-01-02 10:29:15.855,170.51477178,37275.61,2000-01-02,0.0019735506
CONASAT2,AL,2000-01-02 11:58:08.355,2000-01-02 12:05:54.494,466.13855964,5332.5,2000-01-02,0.0053951222
CONASAT2,AL,2000-01-02 23:48:53.181,2000-01-02 23:57:47.349,534.16801644,42178.687,2000-01-02,0.0061825002
CONASAT2,AL,2000-01-03 10:20:04.427,2000-01-03 10:20:47.855,43.427584867,37337.078,2000-01-03,0.0005026341
CONASAT2,AL,2000-01-03 11:50:36.630,2000-01-03 11:58:35.006,478.376736,5388.775,2000-01-03,0.0055367678
CONASAT2,AL,2000-01-03 23:41:25.789,2000-01-03 23:50:24.239,538.44961224,42170.783,2000-01-03,0.0062320557
CONASAT2,AL,2000-01-04 11:43:05.827,2000-01-04 11:51:14.640,488.81300068,42761.588,2000-01-04,0.0056575579
CONASAT2,AL,2000-01-04 23:33:59.033,2000-01-04 23:43:00.420,541.38722203,42164.393,2000-01-04,0.0062660558
CONASAT2,AL,2000-01-05 11:35:35.887,2000-01-05 11:43:53.459,497.57245862,42755.467,2000-01-05,0.0057589405
CONASAT2,AL,2000-01-05 23:26:32.902,2000-01-05 23:35:35.903,543.00162405,42159.443,2000-01-05,0.006284741
CONASAT2,AL,2000-01-06 11:28:06.761,2000-01-06 11:36:31.513,504.75273519,42750.858,2000-01-06,0.0058420455
CONASAT2,AM,2000-01-01 13:39:17.965,2000-01-01 13:47:12.778,474.81320424,0.0,2000-01-01,0.0054955232
CONASAT2,AM,2000-01-02 01:33:39.166,2000-01-02 01:42:18.575,519.40919707,42386.388,2000-01-02,0.0060116805
CONASAT2,AM,2000-01-02 13:31:47.098,2000-01-02 13:39:52.845,485.74702739,42568.523,2000-01-02,0.0056220721
CONASAT2,AM,2000-01-03 01:26:10.179,2000-01-03 01:34:57.039,526.85994278,42377.334,2000-01-03,0.006097916
CONASAT2,AM,2000-01-03 13:24:17.097,2000-01-03 13:32:32.047,494.9497454,42560.058,2000-01-03,0.005728585
CONASAT2,AM,2000-01-04 01:18:41.914,2000-01-04 01:27:34.742,532.82754582,42369.867,2000-01-04,0.0061669855
CONASAT2,AM,2000-01-04 13:16:47.911,2000-01-04 13:25:10.436,502.5249828,42553.169,2000-01-04,0.0058162614
CONASAT2,AM,2000-01-05 01:11:14.348,2000-01-05 01:20:11.713,537.36512996,42363.912,2000-01-05,0.0062195038
CONASAT2,AM,2000-01-05 13:09:19.502,2000-01-05 13:17:48.055,508.55266806,42547.789,2000-01-05,0.0058860263
CONASAT2,AM,2000-01-06 01:03:47.462,2000-01-06 01:12:47.974,540.51129984,42359.407,2000-01-06,0.0062559178
CONASAT2,AP,2000-01-01 12:04:01.222,2000-01-01 12:11:24.765,443.54272345,0.0,2000-01-01,0.0051335963
CONASAT2,AP,2000-01-01 13:40:03.405,2000-01-01 13:43:52.011,228.60687396,5318.64,2000-01-01,0.0026459129
CONASAT2,AP,2000-01-02 00:00:13.114,2000-01-02 00:07:56.125,463.01086399,36981.103,2000-01-02,0.005358922
CONASAT2,AP,2000-01-02 01:35:50.663,2000-01-02 01:40:46.980,296.31764787,5274.538,2000-01-02,0.0034296024
CONASAT2,AP,2000-01-02 11:56:44.730,2000-01-02 12:03:50.698,425.96742336,36957.75,2000-01-02,0.0049301785
CONASAT2,AP,2000-01-02 13:32:13.654,2000-01-02 13:36:51.508,277.85405108,5302.956,2000-01-02,0.0032159034
CONASAT2,AP,2000-01-02 23:52:56.820,2000-01-03 00:00:21.945,445.12549719,36965.312,2000-01-02,0.0051519155
CONASAT2,AP,2000-01-03 01:28:06.128,2000-01-03 01:33:41.261,335.13320567,5264.183,2000-01-03,0.0038788565
CONASAT2,AP,2000-01-03 11:49:29.568,2000-01-03 11:56:15.335,405.76690397,36948.307,2000-01-03,0.0046963762
CONASAT2,AP,2000-01-03 13:24:28.886,2000-01-03 13:29:45.967,317.08029143,5293.551,2000-01-03,0.0036699108
CONASAT2,AP,2000-01-03 23:45:41.828,2000-01-03 23:52:46.502,424.6742735,36955.861,2000-01-03,0.0049152115
CONASAT2,AP,2000-01-04 01:20:24.690,2000-01-04 01:26:32.391,367.70097404,5258.188,2000-01-04,0.0042557983
CONASAT2,AP,2000-01-04 11:42:15.956,2000-01-04 11:48:38.463,382.50714027,36943.565,2000-01-04,0.004427166
CONASAT2,AP,2000-01-04 13:16:47.394,2000-01-04 13:22:37.096,349.7024572,5288.931,2000-01-04,0.0040474821
CONASAT2,AP,2000-01-04 23:38:28.346,2000-01-04 23:45:09.593,401.24664679,36951.25,2000-01-04,0.0046440584
CONASAT2,AP,2000-01-05 01:12:45.566,2000-01-05 01:19:21.157,395.59174825,5255.973,2000-01-05,0.0045786082
CONASAT2,AP,2000-01-05 11:35:04.204,2000-01-05 11:40:59.771,355.56668686,36943.047,2000-01-05,0.0041153552
CONASAT2,AP,2000-01-05 13:09:08.309,2000-01-05 13:15:25.770,377.46092726,5288.538,2000-01-05,0.0043687607
CONASAT2,AP,2000-01-05 23:31:16.666,2000-01-05 23:37:30.928,374.26256211,36950.896,2000-01-05,0.0043317426
CONASAT2,AP,2000-01-06 01:05:08.280,2000-01-06 01:12:08.040,419.76037344,5257.352,2000-01-06,0.0048583377
CONASAT2,AP,2000-01-06 11:27:54.787,2000-01-06 11:33:18.790,324.00296687,36946.747,2000-01-06,0.0037500343
CONASAT2,BA,2000-01-01 12:06:24.584,2000-01-01 12:14:28.455,483.87147021,0.0,2000-01-01,0.0056003642
CONASAT2,BA,2000-01-01 23:55:31.435,2000-01-02 00:04:34.582,543.14643473,42062.98,2000-01-01,0.0062864171
CONASAT2,BA,2000-01-02 11:58:54.129,2000-01-02 12:07:07.570,493.44103772,42859.547,2000-01-02,0.0057111231
CONASAT2,BA,2000-01-02 23:48:05.843,2000-01-02 23:57:09.430,543.58709003,42058.273,2000-01-02,0.0062915172
CONASAT2,BA,2000-01-03 11:51:24.509,2000-01-03 11:59:45.921,501.41197649,42855.079,2000-01-03,0.0058033794
CONASAT2,BA,2000-01-03 23:40:40.849,2000-01-03 23:49:43.594,542.74494199,42054.928,2000-01-03,0.0062817702
CONASAT2,BA,2000-01-04 11:43:55.682,2000-01-04 11:52:23.552,507.87008683,42852.088,2000-01-04,0.005878126
CONASAT2,BA,2000-01-04 23:33:16.459,2000-01-04 23:42:17.068,540.60906479,42052.907,2000-01-04,0.0062570494
CONASAT2,BA,2000-01-05 11:36:27.616,2000-01-05 11:45:00.498,512.88182727,42850.548,2000-01-05,0.0059361323
CONASAT2,BA,2000-01-05 23:25:52.685,2000-01-05 23:34:49.843,537.1580783,42052.187,2000-01-05,0.0062171074
CONASAT2,BA,2000-01-06 11:29:00.287,2000-01-06 11:37:36.785,516.49746567,42850.444,2000-01-06,0.0059779799
CONASAT2,CE,2000-01-01 12:03:52.453,2000-01-01 12:12:12.426,499.973486,0.0,2000-01-01,0.0057867302
CONASAT2,CE,2000-01-01 23:57:58.230,2000-01-02 00:06:55.298,537.06851777,42345.804,2000-01-01,0.0062160708
CONASAT2,CE,2000-01-02 11:56:23.749,2000-01-02 12:04:50.315,506.56585997,42568.451,2000-01-02,0.0058630308
CONASAT2,CE,2000-01-02 23:50:31.287,2000-01-02 23:59:31.627,540.33986614,42340.972,2000-01-02,0.0062539336
CONASAT2,CE,2000-01-03 11:48:55.804,2000-01-03 11:57:27.456,511.65193899,42564.177,2000-01-03,0.0059218974
CONASAT2,CE,2000-01-03 23:43:05.011,2000-01-03 23:52:07.257,542.24600773,42337.555,2000-01-03,0.0062759955
CONASAT2,CE,2000-01-04 11:41:28.596,2000-01-04 11:50:03.877,515.28173442,42561.339,2000-01-04,0.005963909
CONASAT2,CE,2000-01-04 23:35:39.396,2000-01-04 23:44:42.198,542.80159684,42335.519,2000-01-04,0.0062824259
CONASAT2,CE,2000-01-05 11:34:02.107,2000-01-05 11:42:39.597,517.49011738,42559.909,2000-01-05,0.005989469
CONASAT2,CE,2000-01-05 23:28:14.442,2000-01-05 23:37:16.452,542.00996527,42334.845,2000-01-05,0.0062732635
CONASAT2,CE,2000-01-06 11:26:36.330,2000-01-06 11:35:14.628,518.29833663,42559.878,2000-01-06,0.0059988233
CONASAT2,ES,2000-01-01 12:08:20.979,2000-01-01 12:16:31.950,490.97065752,0.0,2000-01-01,0.0056825308
CONASAT2,ES,2000-01-01 23:53:44.511,2000-01-02 00:02:43.336,538.82485977,41832.561,2000-01-01,0.0062363988
CONASAT2,ES,2000-01-02 12:00:50.937,2000-01-02 12:09:10.257,499.31962338,43087.601,2000-01-02,0.0057791623
CONASAT2,ES,2000-01-02 23:46:20.927,2000-01-02 23:55:15.570,534.64332599,41830.67,2000-01-02,0.0061880015
CONASAT2,ES,2000-01-03 11:53:21.676,2000-01-03 12:01:47.902,506.22530786,43086.106,2000-01-03,0.0058590892
CONASAT2,ES,2000-01-03 23:38:57.921,2000-01-03 23:47:47.103,529.18194223,41830.019,2000-01-03,0.006124791
CONASAT2,ES,2000-01-04 11:45:53.162,2000-01-04 11:54:24.919,511.75707069,43086.059,2000-01-04,0.0059231142
CONASAT2,ES,2000-01-04 23:31:35.519,2000-01-04 23:40:17.910,522.39047302,41830.6,2000-01-04,0.006046186
CONASAT2,ES,2000-01-05 01:08:59.057,2000-01-05 01:11:00.868,121.81107831,5321.147,2000-01-05,0.0014098504
CONASAT2,ES,2000-01-05 11:38:25.369,2000-01-05 11:47:01.338,515.96903329,37644.501,2000-01-05,0.0059718638
CONASAT2,ES,2000-01-05 23:24:13.755,2000-01-05 23:32:47.960,514.20502091,41832.417,2000-01-05,0.005951447
CONASAT2,ES,2000-01-06 01:00:55.029,2000-01-06 01:04:17.326,202.29739806,5287.069,2000-01-06,0.0023414051
CONASAT2,ES,2000-01-06 11:30:58.277,2000-01-06 11:39:37.179,518.9023306,37600.951,2000-01-06,0.006005814
CONASAT2,GO,2000-01-01 12:07:40.810,2000-01-01 12:16:10.599,509.78922152,0.0,2000-01-01,0.0059003382
CONASAT2,GO,2000-01-01 23:55:53.799,2000-01-02 00:03:14.282,440.4822514,41983.2,2000-01-01,0.0050981742
CONASAT2,GO,2000-01-02 01:30:36.049,2000-01-02 01:37:01.420,385.37160748,5241.767,2000-01-02,0.0044603195
CONASAT2,GO,2000-01-02 12:00:18.598,2000-01-02 12:08:42.461,503.86270374,37397.178,2000-01-02,0.0058317443
CONASAT2,GO,2000-01-02 23:48:38.120,2000-01-02 23:55:37.904,419.7841836,41995.659,2000-01-02,0.0048586132
CONASAT2,GO,2000-01-03 01:22:59.532,2000-01-03 01:29:49.004,409.47171785,5241.628,2000-01-03,0.004739256
CONASAT2,GO,2000-01-03 11:52:57.141,2000-01-03 12:01:13.690,496.54813965,37388.137,2000-01-03,0.0057470849
CONASAT2,GO,2000-01-03 23:41:23.889,2000-01-03 23:47:59.995,396.10676036,42010.199,2000-01-03,0.004584569
CONASAT2,GO,2000-01-04 01:15:24.389,2000-01-04 01:22:35.059,430.67007117,5244.394,2000-01-04,0.0049846073
CONASAT2,GO,2000-01-04 11:45:36.473,2000-01-04 11:53:44.257,487.78394081,37381.414,2000-01-04,0.0056456475
CONASAT2,GO,2000-01-04 23:34:11.407,2000-01-04 23:40:20.255,368.84761996,42027.15,2000-01-04,0.0042690697
CONASAT2,GO,2000-01-05 01:07:50.411,2000-01-05 01:15:19.794,449.38299082,5250.156,2000-01-05,0.005201192
CONASAT2,GO,2000-01-05 11:38:16.634,2000-01-05 11:46:14.124,477.49032805,37376.84,2000-01-05,0.0055265084
CONASAT2,GO,2000-01-05 13:15:28.403,2000-01-05 13:17:52.612,144.20923308,5354.279,2000-01-05,0.0016690883
CONASAT2,GO,2000-01-05 23:27:01.127,2000-01-05 23:32:38.232,337.10506306,36548.515,2000-01-05,0.003901679
CONASAT2,GO,2000-01-06 01:00:17.451,2000-01-06 01:08:03.365,465.91461006,5259.219,2000-01-06,0.0053925302
CONASAT2,GO,2000-01-06 11:30:57.677,2000-01-06 11:38:43.242,465.56507496,37374.312,2000-01-06,0.0053884847
CONASAT2,MA,2000-01-01 12:03:39.338,2000-01-01 12:12:15.995,516.65714909,0.0,2000-01-01,0.0059798281
CONASAT2,MA,2000-01-01 23:58:37.373,2000-01-02 00:07:33.943,536.57044665,42381.378,2000-01-01,0.0062103061
CONASAT2,MA,2000-01-02 11:56:15.359,2000-01-02 12:04:49.283,513.92343234,42521.416,2000-01-02,0.0059481879
CONASAT2,MA,2000-01-02 23:51:14.417,2000-01-03 00:00:06.183,531.7656928,42385.134,2000-01-02,0.0061546955
CONASAT2,MA,2000-01-03 11:48:52.108,2000-01-03 11:57:21.866,509.75807196,42525.925,2000-01-03,0.0058999777
CONASAT2,MA,2000-01-03 23:43:52.184,2000-01-03 23:52:37.696,525.5125552,42390.318,2000-01-03,0.0060823212
CONASAT2,MA,2000-01-04 11:41:29.605,2000-01-04 11:49:53.728,504.12296404,42531.909,2000-01-04,0.0058347565
CONASAT2,MA,2000-01-04 23:36:30.704,2000-01-04 23:45:08.457,517.75248111,42396.976,2000-01-04,0.0059925056
CONASAT2,MA,2000-01-05 11:34:07.878,2000-01-05 11:42:24.843,496.96427914,42539.421,2000-01-05,0.0057519014
CONASAT2,MA,2000-01-05 23:29:10.018,2000-01-05 23:37:38.427,508.40905997,42405.175,2000-01-05,0.0058843641
CONASAT2,MA,2000-01-06 11:26:46.966,2000-01-06 11:34:55.176,488.20988807,42548.539,2000-01-06,0.0056505774
CONASAT2,MG,2000-01-01 12:08:11.606,2000-01-01 12:16:48.029,516.42361335,0.0,2000-01-01,0.0059771252
CONASAT2,MG,2000-01-01 23:54:12.399,2000-01-02 00:02:46.696,514.2973327,41844.37,2000-01-01,0.0059525154
CONASAT2,MG,2000-01-02 01:30:56.597,2000-01-02 01:34:13.117,196.52035424,5289.901,2000-01-02,0.0022745411
CONASAT2,MG,2000-01-02 12:00:44.624,2000-01-02 12:09:23.793,519.16923031,37591.507,2000-01-02,0.0060089031
CONASAT2,MG,2000-01-02 23:46:51.330,2000-01-02 23:55:15.962,504.63221463,41847.537,2000-01-02,0.0058406506
CONASAT2,MG,2000-01-03 01:23:04.846,2000-01-03 01:27:17.076,252.23010883,5268.884,2000-01-03,0.00291933
CONASAT2,MG,2000-01-03 11:53:18.330,2000-01-03 12:01:58.993,520.66330004,37561.254,2000-01-03,0.0060261956
CONASAT2,MG,2000-01-03 23:39:30.994,2000-01-03 23:47:44.381,493.38669187,41852.001,2000-01-03,0.0057104941
CONASAT2,MG,2000-01-04 01:15:19.213,2000-01-04 01:20:14.722,295.50940254,5254.832,2000-01-04,0.0034202477
CONASAT2,MG,2000-01-04 11:45:52.716,2000-01-04 11:54:33.639,520.92368826,37537.994,2000-01-04,0.0060292094
CONASAT2,MG,2000-01-04 23:32:11.456,2000-01-04 23:40:11.891,480.43460932,41857.817,2000-01-04,0.0055605858
CONASAT2,MG,2000-01-05 01:07:37.243,2000-01-05 01:13:08.517,331.27397167,5245.352,2000-01-05,0.0038341895
CONASAT2,MG,2000-01-05 11:38:27.778,2000-01-05 11:47:07.737,519.9585579,37519.261,2000-01-05,0.0060180389
CONASAT2,MG,2000-01-05 23:24:52.795,2000-01-05 23:32:38.412,465.61669313,41865.058,2000-01-05,0.0053890821
CONASAT2,MG,2000-01-06 00:59:57.816,2000-01-06 01:05:59.582,361.76567003,5239.404,2000-01-06,0.0041871027
CONASAT2,MG,2000-01-06 11:31:03.520,2000-01-06 11:39:41.286,517.76661143,37503.938,2000-01-06,0.0059926691
CONASAT2,MS,2000-01-01 12:09:18.734,2000-01-01 12:17:06.089,467.35480323,0.0,2000-01-01,0.0054091991
CONASAT2,MS,2000-01-01 13:45:35.285,2000-01-01 13:49:41.558,246.27276052,5309.196,2000-01-01,0.0028503792
CONASAT2,MS,2000-01-01 23:56:53.119,2000-01-02 00:00:33.621,220.50173851,36431.561,2000-01-01,0.0025521035
CONASAT2,MS,2000-01-02 01:28:58.036,2000-01-02 01:37:24.199,506.16311026,5304.415,2000-01-02,0.0058583693
CONASAT2,MS,2000-01-02 12:02:00.525,2000-01-02 12:09:34.733,454.20786029,37476.326,2000-01-02,0.0052570354
CONASAT2,MS,2000-01-02 13:37:46.706,2000-01-02 13:42:37.178,290.47192892,5291.973,2000-01-02,0.0033619436
CONASAT2,MS,2000-01-02 23:50:04.445,2000-01-02 23:52:29.109,144.66398632,36447.267,2000-01-02,0.0016743517
CONASAT2,MS,2000-01-03 01:21:28.505,2000-01-03 01:30:03.863,515.35798752,5339.396,2000-01-03,0.0059647915
CONASAT2,MS,2000-01-03 11:54:43.296,2000-01-03 12:02:02.556,439.26011523,37479.433,2000-01-03,0.0050840291
CONASAT2,MS,2000-01-03 13:30:02.282,2000-01-03 13:35:28.751,326.46906318,5279.726,2000-01-03,0.0037785771
CONASAT2,MS,2000-01-04 01:13:59.579,2000-01-04 01:22:42.770,523.19098542,41910.828,2000-01-04,0.0060554512
CONASAT2,MS,2000-01-04 11:47:27.145,2000-01-04 11:54:29.464,422.31956483,37484.375,2000-01-04,0.0048879579
CONASAT2,MS,2000-01-04 13:22:20.749,2000-01-04 13:28:17.538,356.78930363,5271.285,2000-01-04,0.0041295058
CONASAT2,MS,2000-01-05 01:06:31.232,2000-01-05 01:15:20.953,529.72067145,41893.694,2000-01-05,0.0061310263
CONASAT2,MS,2000-01-05 11:40:12.199,2000-01-05 11:46:55.333,403.133523,37491.246,2000-01-05,0.0046658973
CONASAT2,MS,2000-01-05 13:14:41.418,2000-01-05 13:21:04.232,382.81354891,5266.085,2000-01-05,0.0044307124
CONASAT2,MS,2000-01-06 00:59:03.442,2000-01-06 01:07:58.434,534.99230726,41879.21,2000-01-06,0.0061920406
CONASAT2,MS,2000-01-06 11:32:58.631,2000-01-06 11:39:19.992,381.36092559,37500.197,2000-01-06,0.0044138996
CONASAT2,MT,2000-01-01 12:08:32.072,2000-01-01 12:15:30.740,418.66855428,0.0,2000-01-01,0.0048457009
CONASAT2,MT,2000-01-01 13:43:32.351,2000-01-01 13:49:08.898,336.54624147,5281.611,2000-01-01,0.0038952111
CONASAT2,MT,2000-01-01 23:58:50.537,2000-01-02 00:01:26.089,155.5516366,36581.639,2000-01-01,0.0018003662
CONASAT2,MT,2000-01-02 01:30:19.066,2000-01-02 01:38:46.418,507.35216034,5332.977,2000-01-02,0.0058721315
CONASAT2,MT,2000-01-02 12:01:17.561,2000-01-02 12:07:55.902,398.34080703,37351.143,2000-01-02,0.004610426
CONASAT2,MT,2000-01-02 13:35:51.608,2000-01-02 13:41:57.534,365.92668177,5275.706,2000-01-02,0.0042352625
CONASAT2,MT,2000-01-03 01:22:49.427,2000-01-03 01:31:26.041,516.61420179,42051.893,2000-01-03,0.005979331
CONASAT2,MT,2000-01-03 11:54:04.567,2000-01-03 12:00:19.693,375.12615662,37358.526,2000-01-03,0.0043417379
CONASAT2,MT,2000-01-03 13:28:12.967,2000-01-03 13:34:44.141,391.17387151,5273.274,2000-01-03,0.0045274754
CONASAT2,MT,2000-01-04 01:15:20.448,2000-01-04 01:24:04.880,524.43135349,42036.307,2000-01-04,0.0060698073
CONASAT2,MT,2000-01-04 11:46:53.383,2000-01-04 11:52:41.822,348.43966513,37368.503,2000-01-04,0.0040328665
CONASAT2,MT,2000-01-04 13:20:36.037,2000-01-04 13:27:29.109,413.07179765,5274.215,2000-01-04,0.0047809236
CONASAT2,MT,2000-01-05 01:07:52.100,2000-01-05 01:16:42.968,530.8674934,42022.991,2000-01-05,0.0061442997
CONASAT2,MT,2000-01-05 11:39:44.453,2000-01-05 11:45:01.850,317.39647893,37381.485,2000-01-05,0.0036735704
CONASAT2,MT,2000-01-05 13:13:00.555,2000-01-05 13:20:12.707,432.15254182,5278.705,2000-01-05,0.0050017655
CONASAT2,MT,2000-01-06 01:00:24.360,2000-01-06 01:09:20.332,535.97161855,42011.653,2000-01-06,0.0062033752
CONASAT2,MT,2000-01-06 11:32:38.509,2000-01-06 11:37:19.050,280.54114832,37398.177,2000-01-06,0.003247004
CONASAT2,PA,2000-01-01 12:03:55.176,2000-01-01 12:12:00.970,485.79475174,0.0,2000-01-01,0.0056226244
CONASAT2,PA,2000-01-01 23:59:23.572,2000-01-02 00:07:42.712,499.13984318,42442.602,2000-01-01,0.0057770815
CONASAT2,PA,2000-01-02 01:36:37.721,2000-01-02 01:38:54.354,136.63291252,5335.009,2000-01-02,0.0015813995
CONASAT2,PA,2000-01-02 11:56:35.325,2000-01-02 12:04:30.246,474.92153289,37060.971,2000-01-02,0.005496777
CONASAT2,PA,2000-01-02 23:52:04.517,2000-01-03 00:00:11.120,486.60270256,42454.271,2000-01-02,0.0056319757
CONASAT2,PA,2000-01-03 01:28:32.361,2000-01-03 01:32:09.821,217.46007985,5301.241,2000-01-03,0.0025168991
CONASAT2,PA,2000-01-03 11:49:16.417,2000-01-03 11:56:58.615,462.19769167,37026.596,2000-01-03,0.0053495103
CONASAT2,PA,2000-01-03 13:26:13.224,2000-01-03 13:28:32.159,138.93459487,5354.609,2000-01-03,0.0016080393
CONASAT2,PA,2000-01-03 23:44:46.440,2000-01-03 23:52:38.569,472.12817869,36974.281,2000-01-03,0.0054644465
CONASAT2,PA,2000-01-04 01:20:39.864,2000-01-04 01:25:12.347,272.48307934,5281.295,2000-01-04,0.0031537393
CONASAT2,PA,2000-01-04 11:41:58.537,2000-01-04 11:49:25.992,447.45505387,37006.19,2000-01-04,0.0051788779
CONASAT2,PA,2000-01-04 13:18:09.897,2000-01-04 13:21:45.111,215.21378502,5323.905,2000-01-04,0.0024909003
CONASAT2,PA,2000-01-04 23:37:29.443,2000-01-04 23:45:04.961,455.51835221,36944.332,2000-01-04,0.0052722032
CONASAT2,PA,2000-01-05 01:12:53.315,2000-01-05 01:18:08.854,315.53944879,5268.354,2000-01-05,0.003652077
CONASAT2,PA,2000-01-05 11:34:41.797,2000-01-05 11:41:52.271,430.4740874,36992.943,2000-01-05,0.004982339
CONASAT2,PA,2000-01-05 13:10:18.418,2000-01-05 13:14:46.167,267.74887398,5306.147,2000-01-05,0.0030989453
CONASAT2,PA,2000-01-05 23:30:13.655,2000-01-05 23:37:30.169,436.51417012,36927.488,2000-01-05,0.0050522473
CONASAT2,PA,2000-01-06 01:05:10.485,2000-01-06 01:11:01.574,351.08965138,5260.316,2000-01-06,0.0040635376
CONASAT2,PA,2000-01-06 11:27:26.345,2000-01-06 11:34:17.308,410.9631608,36984.771,2000-01-06,0.0047565181
CONASAT2,PB,2000-01-01 12:05:02.359,2000-01-01 12:12:26.869,444.50952003,0.0,2000-01-01,0.0051447861
CONASAT2,PB,2000-01-01 23:57:04.048,2000-01-02 00:05:40.423,516.37477692,42277.179,2000-01-01,0.0059765599
CONASAT2,PB,2000-01-02 10:25:34.048,2000-01-02 10:28:40.196,186.14775912,37193.625,2000-01-02,0.002154488
CONASAT2,PB,2000-01-02 11:57:29.213,2000-01-02 12:05:08.936,459.72369961,5329.017,2000-01-02,0.0053208762
CONASAT2,PB,2000-01-02 23:49:34.863,2000-01-02 23:58:19.238,524.3756438,42265.927,2000-01-02,0.0060691625
CONASAT2,PB,2000-01-03 10:18:59.232,2000-01-03 10:20:25.758,86.525104952,37239.994,2000-01-03,0.001001448
CONASAT2,PB,2000-01-03 11:49:57.111,2000-01-03 11:57:49.982,472.87146072,5371.353,2000-01-03,0.0054730493
CONASAT2,PB,2000-01-03 23:42:06.385,2000-01-03 23:50:57.280,530.89537779,42256.403,2000-01-03,0.0061446224
CONASAT2,PB,2000-01-04 11:42:25.963,2000-01-04 11:50:30.098,484.13436483,42688.683,2000-01-04,0.005603407
CONASAT2,PB,2000-01-04 23:34:38.587,2000-01-04 23:43:34.578,535.9905825,42248.489,2000-01-04,0.0062035947
CONASAT2,PB,2000-01-05 11:34:55.702,2000-01-05 11:43:09.355,493.65305974,42681.124,2000-01-05,0.0057135771
CONASAT2,PB,2000-01-05 23:27:11.452,2000-01-05 23:36:11.155,539.70310165,42242.097,2000-01-05,0.0062465637
CONASAT2,PB,2000-01-06 11:27:26.273,2000-01-06 11:35:47.810,501.53703679,42675.118,2000-01-06,0.0058048268
CONASAT2,PE,2000-01-01 12:05:18.552,2000-01-01 12:12:40.052,441.49984012,0.0,2000-01-01,0.0051099519
CONASAT2,PE,2000-01-01 23:56:48.511,2000-01-02 00:05:26.912,518.40093113,42248.459,2000-01-01,0.0060000108
